issue_key,issue_id,summary,issue_type,project_key,team_name,sprint_name,sprint_id,sprint_start_date,sprint_end_date,quarter_label,status_at_sprint_start,status_at_sprint_end,points_at_sprint_start,points_at_sprint_end,completed_in_sprint_flag,in_sprint_wip_flag,added_after_sprint_start_flag,removed_after_sprint_start_flag
OV-62341,241216,Go > Payment Page - Force the user to save a CC/eCheck when putting an invoice on a Payment Plan (Autobill),Story,OV,Team ASAP,ASAP - 25Q2S1 04/02- 04/15,5801,2025-04-02T21:22:33.864Z,2025-04-15T06:00:00.000Z,2025-Q2,In Test,Ready To Test,5,5,no,yes,no,no
OV-66808,254037,[A4] Fix Mend Critical Dependencies vulnerabilities,Task,OV,Team ASAP,ASAP - 25Q2S1 04/02- 04/15,5801,2025-04-02T21:22:33.864Z,2025-04-15T06:00:00.000Z,2025-Q2,Ready To Test,Ready To Test,1,1,no,yes,no,no
OV-66931,254246, Compare Transactions During Punahou Registration Period,Task,OV,Team ASAP,ASAP - 25Q2S1 04/02- 04/15,5801,2025-04-02T21:22:33.864Z,2025-04-15T06:00:00.000Z,2025-Q2,In Development,Closed,,,no,yes,no,no
OV-67157,254197,Family waivers are not visible - Punahou,Bug,OV,Team ASAP,ASAP - 25Q2S1 04/02- 04/15,5801,2025-04-02T21:22:33.864Z,2025-04-15T06:00:00.000Z,2025-Q2,In Secure Code Review,In Test,2,2,no,yes,no,no
OV-67233,254943,[A4] Fix Mend High Dependencies Vulnerabilities,Task,OV,Team ASAP,ASAP - 25Q2S1 04/02- 04/15,5801,2025-04-02T21:22:33.864Z,2025-04-15T06:00:00.000Z,2025-Q2,New,In Test,3,3,no,yes,yes,no
OV-67242,254955,Replace organization,Story,OV,Team ASAP,ASAP - 25Q2S1 04/02- 04/15,5801,2025-04-02T21:22:33.864Z,2025-04-15T06:00:00.000Z,2025-Q2,New,Ready for Sprint,5,5,no,yes,no,yes
OV-67260,255084, Replace Custom Message Section,Story,OV,Team ASAP,ASAP - 25Q2S1 04/02- 04/15,5801,2025-04-02T21:22:33.864Z,2025-04-15T06:00:00.000Z,2025-Q2,New,Ready For Refinement,5,5,no,no,no,no
OV-67417,255444,[Defect]-GO>Authorization Disclaimer-After adding a recurring donation from the shop cart page/payment page the authorization notice is not showing,Bug,OV,Team ASAP,ASAP - 25Q2S1 04/02- 04/15,5801,2025-04-02T21:22:33.864Z,2025-04-15T06:00:00.000Z,2025-Q2,Ready for Sprint,Closed,3,3,yes,yes,no,no
OV-67435,255468,Maintenance Bucket 25Q2S1,Bug,OV,Team ASAP,ASAP - 25Q2S1 04/02- 04/15,5801,2025-04-02T21:22:33.864Z,2025-04-15T06:00:00.000Z,2025-Q2,New,Closed,3,,no,no,no,no
OV-67451,255530,Action 1: Correct all customer reported issues,Task,OV,Team ASAP,ASAP - 25Q2S1 04/02- 04/15,5801,2025-04-02T21:22:33.864Z,2025-04-15T06:00:00.000Z,2025-Q2,New,Closed,,,yes,yes,yes,no
OV-67453,255532,Action 3.1: Implement INCOMPLETE Status in PPS,Task,OV,Team ASAP,ASAP - 25Q2S1 04/02- 04/15,5801,2025-04-02T21:22:33.864Z,2025-04-15T06:00:00.000Z,2025-Q2,New,Closed,3,3,no,yes,yes,no
OV-67465,255555,[Defect]-GO>Disclaimer-Disclaimer is showing for AutoInvoice Recurring Billing Classes,Bug,OV,Team ASAP,ASAP - 25Q2S1 04/02- 04/15,5801,2025-04-02T21:22:33.864Z,2025-04-15T06:00:00.000Z,2025-Q2,New,Closed,2,2,no,yes,yes,no
OV-67480,255615,[Defect]-GO>Authorization Disclaimer-Process Payment remains disabled after switching from CC to E-Check and then CC,Bug,OV,Team ASAP,ASAP - 25Q2S1 04/02- 04/15,5801,2025-04-02T21:22:33.864Z,2025-04-15T06:00:00.000Z,2025-Q2,New,Closed,2,2,no,yes,yes,no
OV-67568,255765,[Defect]-GO>Authorization Disclaimer-Disclaimer is displayed after the user selects a saved credit card,Bug,OV,Team ASAP,ASAP - 25Q2S1 04/02- 04/15,5801,2025-04-02T21:22:33.864Z,2025-04-15T06:00:00.000Z,2025-Q2,New,Closed,3,3,yes,yes,yes,yes
OV-67570,255768,[Defect]-GO>Authorization Disclaimer-Disclaimer is not showing in the CXP Donation Form,Bug,OV,Team ASAP,ASAP - 25Q2S1 04/02- 04/15,5801,2025-04-02T21:22:33.864Z,2025-04-15T06:00:00.000Z,2025-Q2,New,Closed,2,2,yes,yes,yes,no
OV-67656,255993,Action 3.2: Handle INCOMPLETE transactions in Go site,Task,OV,Team ASAP,ASAP - 25Q2S1 04/02- 04/15,5801,2025-04-02T21:22:33.864Z,2025-04-15T06:00:00.000Z,2025-Q2,New,In Test,5,5,no,yes,yes,no
OV-67712,256140,[Defect]-GO>Authorization Disclaimer-Disclaimer is not displayed when paying multiple invoices and 1 of them has a recurring payment,Bug,OV,Team ASAP,ASAP - 25Q2S1 04/02- 04/15,5801,2025-04-02T21:22:33.864Z,2025-04-15T06:00:00.000Z,2025-Q2,New,In Secure Code Review,2,2,no,yes,yes,no
OV-67860,256530,"Grow America, org 1364, would like us to hide their Log In button on their GO site for a few days",Task,OV,Team ASAP,ASAP - 25Q2S1 04/02- 04/15,5801,2025-04-02T21:22:33.864Z,2025-04-15T06:00:00.000Z,2025-Q2,New,Closed,,,yes,yes,yes,no
OV-62341,241216,Go > Payment Page - Force the user to save a CC/eCheck when putting an invoice on a Payment Plan (Autobill),Story,OV,Team ASAP,ASAP - 25Q2S2 04/16- 04/29,5802,2025-04-16T15:30:28.528Z,2025-04-29T06:00:00.000Z,2025-Q2,Ready To Test,Closed,5,5,yes,yes,no,no
OV-65963,251864,A4 > Payment Page - Force the user to save a CC/eCheck when there are items with recurring payments,Story,OV,Team ASAP,ASAP - 25Q2S2 04/16- 04/29,5802,2025-04-16T15:30:28.528Z,2025-04-29T06:00:00.000Z,2025-Q2,Ready for Sprint,Ready for Sprint,5,5,no,no,no,no
OV-66808,254037,[A4] Fix Mend Critical Dependencies vulnerabilities,Task,OV,Team ASAP,ASAP - 25Q2S2 04/16- 04/29,5802,2025-04-16T15:30:28.528Z,2025-04-29T06:00:00.000Z,2025-Q2,Ready To Test,Closed,1,1,yes,yes,no,no
OV-67233,254943,[A4] Fix Mend High Dependencies Vulnerabilities,Task,OV,Team ASAP,ASAP - 25Q2S2 04/16- 04/29,5802,2025-04-16T15:30:28.528Z,2025-04-29T06:00:00.000Z,2025-Q2,In Test,Closed,3,2,no,yes,yes,no
OV-67235,254945,[GO] Fix Mend High Dependencies Vulnerabilities,Task,OV,Team ASAP,ASAP - 25Q2S2 04/16- 04/29,5802,2025-04-16T15:30:28.528Z,2025-04-29T06:00:00.000Z,2025-Q2,Ready For Refinement,Ready for Sprint,5,5,no,no,no,no
OV-67242,254955,Replace organization,Story,OV,Team ASAP,ASAP - 25Q2S2 04/16- 04/29,5802,2025-04-16T15:30:28.528Z,2025-04-29T06:00:00.000Z,2025-Q2,Ready for Sprint,In Development,5,5,no,yes,no,no
OV-67260,255084, Replace Custom Message Section,Story,OV,Team ASAP,ASAP - 25Q2S2 04/16- 04/29,5802,2025-04-16T15:30:28.528Z,2025-04-29T06:00:00.000Z,2025-Q2,Ready for Sprint,Blocked,5,5,no,yes,no,no
OV-67452,255531,Action 2:  Correct all other known issues not yet reported ,Task,OV,Team ASAP,ASAP - 25Q2S2 04/16- 04/29,5802,2025-04-16T15:30:28.528Z,2025-04-29T06:00:00.000Z,2025-Q2,In Development,Closed,,,yes,yes,no,no
OV-67629,255935,[A4] Fix Mend Static Scan High code detected vulnerabilities,Task,OV,Team ASAP,ASAP - 25Q2S2 04/16- 04/29,5802,2025-04-16T15:30:28.528Z,2025-04-29T06:00:00.000Z,2025-Q2,Ready For Refinement,Ready for Sprint,3,3,no,no,no,no
OV-67657,255994,Action 3.3: Handle INCOMPLETE transactions in A4,Task,OV,Team ASAP,ASAP - 25Q2S2 04/16- 04/29,5802,2025-04-16T15:30:28.528Z,2025-04-29T06:00:00.000Z,2025-Q2,In Test,Closed,2,2,yes,yes,no,no
OV-67658,255996,Action 3.4: Handle INCOMPLETE transactions in the Recurring Billing  app,Task,OV,Team ASAP,ASAP - 25Q2S2 04/16- 04/29,5802,2025-04-16T15:30:28.528Z,2025-04-29T06:00:00.000Z,2025-Q2,Ready To Test,Closed,3,3,yes,yes,no,no
