issue_key,issue_id,team_name,project_key,issue_type,quarter_label,cycle_time_start_status,cycle_time_start_utc,cycle_time_end_status,cycle_time_end_utc,resolution_at_cycle_time_end,cycle_time_days,cycle_time_weeks,completed_in_done_category_flag,completed_with_allowed_resolution_flag,data_quality_note,last_refresh_utc
OV-68038,257016,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-01T18:45:49.590Z,Closed,2025-05-02T13:10:22.156Z,Done,0.77,0.11,yes,yes,,2026-04-28T00:04:11.491Z
OV-66146,252333,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-03-03T15:14:01.466Z,Closed,2025-05-05T15:04:30.173Z,Done,62.99,9,yes,yes,,2026-04-28T00:04:11.491Z
OV-66324,252674,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-04-23T17:47:07.362Z,Closed,2025-05-05T15:04:37.164Z,Done,11.89,1.7,yes,yes,,2026-04-28T00:04:11.491Z
OV-66325,252675,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-04-24T15:03:25.735Z,Closed,2025-05-05T15:04:43.451Z,Done,11,1.57,yes,yes,,2026-04-28T00:04:11.491Z
OV-66147,252334,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-03-03T15:14:04.402Z,Closed,2025-05-05T15:04:52.640Z,Done,62.99,9,yes,yes,,2026-04-28T00:04:11.491Z
OV-68125,257371,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-04-29T20:40:53.546Z,Closed,2025-05-06T14:37:56.016Z,Done,6.75,0.96,yes,yes,,2026-04-28T00:04:11.491Z
OV-66326,252676,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-05T15:06:29.860Z,Closed,2025-05-06T14:40:59.798Z,Done,0.98,0.14,yes,yes,,2026-04-28T00:04:11.491Z
OV-66327,252677,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-05T15:06:36.431Z,Closed,2025-05-06T14:41:15.201Z,Done,0.98,0.14,yes,yes,,2026-04-28T00:04:11.491Z
OV-68042,257028,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-01T14:03:19.005Z,Closed,2025-05-06T15:34:14.148Z,Done,5.06,0.72,yes,yes,,2026-04-28T00:04:11.491Z
OV-66902,254216,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-05T15:12:30.562Z,Closed,2025-05-06T19:51:21.964Z,Done,1.19,0.17,yes,yes,,2026-04-28T00:04:11.491Z
OV-68640,258446,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-02T14:53:48.254Z,Closed,2025-05-06T20:32:19.111Z,Done,4.24,0.61,yes,yes,,2026-04-28T00:04:11.491Z
OV-66382,252803,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-03-28T15:01:52.553Z,Closed,2025-05-07T14:22:23.699Z,Done,39.97,5.71,yes,yes,,2026-04-28T00:04:11.491Z
OV-68126,257374,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-05T13:58:28.924Z,Closed,2025-05-07T14:26:27.020Z,Done,2.02,0.29,yes,yes,,2026-04-28T00:04:11.491Z
OV-68736,258776,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-07T14:29:10.544Z,Closed,2025-05-07T14:29:23.320Z,Done,0,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-68737,258779,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-07T14:29:32.410Z,Closed,2025-05-07T14:29:43.638Z,Done,0,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-68738,258782,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-07T14:29:48.728Z,Closed,2025-05-07T14:29:59.290Z,Done,0,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-68845,259185,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-05T21:56:55.091Z,Closed,2025-05-07T14:46:00.416Z,Done,1.7,0.24,yes,yes,,2026-04-28T00:04:11.491Z
OV-68847,259187,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-05T21:55:49.210Z,Closed,2025-05-07T14:46:10.401Z,Done,1.7,0.24,yes,yes,,2026-04-28T00:04:11.491Z
OV-68740,258788,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-07T14:47:51.034Z,Closed,2025-05-07T15:24:53.294Z,Done,0.03,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-68735,258773,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-05T12:58:38.691Z,Closed,2025-05-07T15:25:01.079Z,Done,2.1,0.3,yes,yes,,2026-04-28T00:04:11.491Z
OV-68739,258785,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-07T14:30:03.412Z,Closed,2025-05-07T15:25:09.117Z,Done,0.04,0.01,yes,yes,,2026-04-28T00:04:11.491Z
OV-68741,258791,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-07T15:26:55.346Z,Closed,2025-05-07T15:27:03.256Z,Done,0,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-68718,258723,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-07T17:40:44.936Z,Closed,2025-05-07T17:40:56.124Z,Done,0,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-68719,258726,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-07T17:52:54.268Z,Closed,2025-05-07T17:53:06.436Z,Done,0,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-68720,258729,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-07T17:53:11.610Z,Closed,2025-05-07T17:53:23.014Z,Done,0,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-68846,259186,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-05T21:57:41.562Z,Closed,2025-05-08T13:50:43.275Z,Done,2.66,0.38,yes,yes,,2026-04-28T00:04:11.491Z
OV-68636,258436,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-07T15:57:02.093Z,Closed,2025-05-08T15:36:14.613Z,Done,0.99,0.14,yes,yes,,2026-04-28T00:04:11.491Z
OV-68642,258452,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-07T15:46:53.342Z,Closed,2025-05-08T15:36:45.806Z,Done,0.99,0.14,yes,yes,,2026-04-28T00:04:11.491Z
OV-66380,252801,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-03-05T16:19:30.982Z,Closed,2025-05-08T15:36:54.897Z,Done,63.97,9.14,yes,yes,,2026-04-28T00:04:11.491Z
OV-68742,258794,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-07T15:55:23.600Z,Closed,2025-05-08T15:45:35.814Z,Done,0.99,0.14,yes,yes,,2026-04-28T00:04:11.491Z
OV-68725,258741,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-08T15:48:13.281Z,Closed,2025-05-08T19:06:50.780Z,Done,0.14,0.02,yes,yes,,2026-04-28T00:04:11.491Z
OV-68895,259385,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-07T16:03:11.808Z,Closed,2025-05-08T21:07:26.141Z,Done,1.21,0.17,yes,yes,,2026-04-28T00:04:11.491Z
OV-66383,252804,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-07T15:48:16.772Z,Closed,2025-05-08T21:15:27.850Z,Done,1.23,0.18,yes,yes,,2026-04-28T00:04:11.491Z
OV-68721,258732,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-07T17:53:27.311Z,Closed,2025-05-08T21:22:42.392Z,Done,1.15,0.16,yes,yes,,2026-04-28T00:04:11.491Z
OV-68637,258439,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-07T15:57:16.373Z,Closed,2025-05-09T17:13:44.846Z,Done,2.05,0.29,yes,yes,,2026-04-28T00:04:11.491Z
OV-68992,259772,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-09T17:20:25.333Z,Closed,2025-05-09T17:44:42.550Z,Done,0.02,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-68726,258744,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-08T15:48:15.435Z,Closed,2025-05-09T17:44:48.574Z,Done,1.08,0.15,yes,yes,,2026-04-28T00:04:11.491Z
OV-68997,259778,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-09T17:56:11.396Z,Closed,2025-05-09T18:27:13.031Z,Done,0.02,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-66384,252805,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-07T15:48:19.120Z,Closed,2025-05-12T15:40:49.280Z,Done,4.99,0.71,yes,yes,,2026-04-28T00:04:11.491Z
OV-68842,259181,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-09T15:52:59.226Z,Closed,2025-05-13T14:40:36.984Z,Done,3.95,0.56,yes,yes,,2026-04-28T00:04:11.491Z
OV-68821,259095,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-13T15:22:58.745Z,Closed,2025-05-13T15:23:09.021Z,Done,0,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-68514,258041,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-05T15:10:59.012Z,Closed,2025-05-14T15:45:03.722Z,Done,9.02,1.29,yes,yes,,2026-04-28T00:04:11.491Z
OV-68843,259183,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-09T15:53:01.869Z,Closed,2025-05-14T15:49:40.718Z,Done,5,0.71,yes,yes,,2026-04-28T00:04:11.491Z
OV-66906,254220,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-14T15:45:24.491Z,Closed,2025-05-14T16:36:49.327Z,Done,0.04,0.01,yes,yes,,2026-04-28T00:04:11.491Z
OV-68071,257167,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-09T18:09:41.411Z,Closed,2025-05-15T21:37:57.327Z,Done,6.14,0.88,yes,yes,,2026-04-28T00:04:11.491Z
OV-68072,257170,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-09T18:57:48.255Z,Closed,2025-05-15T21:38:09.295Z,Done,6.11,0.87,yes,yes,,2026-04-28T00:04:11.491Z
OV-68820,259092,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-07T20:28:04.682Z,Closed,2025-05-16T15:08:08.507Z,Done,8.78,1.25,yes,yes,,2026-04-28T00:04:11.491Z
OV-68822,259098,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-13T15:24:03.424Z,Closed,2025-05-16T15:08:17.386Z,Done,2.99,0.43,yes,yes,,2026-04-28T00:04:11.491Z
OV-68844,259184,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-09T15:53:04.575Z,Closed,2025-05-16T15:32:17.341Z,Done,6.99,1,yes,yes,,2026-04-28T00:04:11.491Z
OV-68898,259392,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-12T21:05:04.162Z,Closed,2025-05-16T15:49:42.845Z,Done,3.78,0.54,yes,yes,,2026-04-28T00:04:11.491Z
OV-68825,259107,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-16T15:37:54.195Z,Closed,2025-05-16T16:24:56.849Z,Done,0.03,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-68827,259113,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-16T15:37:58.425Z,Closed,2025-05-16T16:52:52.674Z,Done,0.05,0.01,yes,yes,,2026-04-28T00:04:11.491Z
OV-68823,259101,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-07T20:28:10.443Z,Closed,2025-05-16T18:42:27.392Z,Done,8.93,1.28,yes,yes,,2026-04-28T00:04:11.491Z
OV-68078,257188,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-16T20:30:31.402Z,Closed,2025-05-16T20:30:40.181Z,Done,0,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-68728,258750,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-06T18:26:51.617Z,Closed,2025-05-19T13:56:12.025Z,Done,12.81,1.83,yes,yes,,2026-04-28T00:04:11.491Z
OV-68727,258747,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-02T15:08:58.111Z,Closed,2025-05-19T20:44:58.098Z,Done,17.23,2.46,yes,yes,,2026-04-28T00:04:11.491Z
OV-68075,257179,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-09T18:58:13.500Z,Closed,2025-05-20T15:31:35.235Z,Done,10.86,1.55,yes,yes,,2026-04-28T00:04:11.491Z
OV-68734,258770,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-19T20:53:27.105Z,Closed,2025-05-20T15:34:46.099Z,Done,0.78,0.11,yes,yes,,2026-04-28T00:04:11.491Z
OV-66911,254225,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-20T22:31:30.221Z,Closed,2025-05-21T15:39:45.810Z,Done,0.71,0.1,yes,yes,,2026-04-28T00:04:11.491Z
OV-68826,259110,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-20T17:36:56.953Z,Closed,2025-05-22T15:40:28.336Z,Done,1.92,0.27,yes,yes,,2026-04-28T00:04:11.491Z
OV-68819,259089,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-05T14:59:32.267Z,Closed,2025-05-27T15:36:43.008Z,Done,22.03,3.15,yes,yes,,2026-04-28T00:04:11.491Z
OV-66913,254227,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-27T14:01:49.125Z,Closed,2025-05-28T15:38:51.451Z,Done,1.07,0.15,yes,yes,,2026-04-28T00:04:11.491Z
OV-67863,256535,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-15T03:20:51.548Z,Closed,2025-05-28T16:33:20.478Z,Done,13.55,1.94,yes,yes,,2026-04-28T00:04:11.491Z
OV-69200,260473,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-15T15:20:25.911Z,Closed,2025-05-29T15:36:07.806Z,Done,14.01,2,yes,yes,,2026-04-28T00:04:11.491Z
OV-69191,260446,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-16T20:39:09.694Z,Closed,2025-05-30T15:01:28.331Z,Done,13.77,1.97,yes,yes,,2026-04-28T00:04:11.491Z
OV-69192,260449,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-28T20:38:25.467Z,Closed,2025-06-02T14:31:34.136Z,Done,4.75,0.68,yes,yes,,2026-04-28T00:04:11.491Z
OV-69193,260452,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-28T20:38:03.387Z,Closed,2025-06-02T15:25:43.754Z,Done,4.78,0.68,yes,yes,,2026-04-28T00:04:11.491Z
OV-69190,260443,Team Connexpoint,OV,Sub-task,2025-Q2,In Development,2025-05-15T14:54:55.019Z,Closed,2025-06-03T15:43:22.237Z,Done,19.03,2.72,yes,yes,,2026-04-28T00:04:11.491Z
