issue_key,issue_id,summary,issue_type,project_key,team_name,sprint_name,sprint_id,sprint_start_date,sprint_end_date,quarter_label,status_at_sprint_start,status_at_sprint_end,points_at_sprint_start,points_at_sprint_end,completed_in_sprint_flag,in_sprint_wip_flag,added_after_sprint_start_flag,removed_after_sprint_start_flag
OV-59991,230127,A4 - Embed images attached using the WYSIWYG controls,Story,OV,Team ASAP,ASAP - 25Q1S1 01/01- 01/14,4384,2025-01-02T14:23:32.094Z,2025-01-15T06:00:00.000Z,2025-Q1,Ready for Sprint,In Test,5,5,no,yes,no,no
OV-59995,230132,A4 - Attached a file using the WYSIWYG control,Story,OV,Team ASAP,ASAP - 25Q1S1 01/01- 01/14,4384,2025-01-02T14:23:32.094Z,2025-01-15T06:00:00.000Z,2025-Q1,Ready for Sprint,Closed,5,5,yes,yes,no,no
OV-61640,240262,A3 - (Images)Add a file explorer in WYSIWYG controls,Story,OV,Team ASAP,ASAP - 25Q1S1 01/01- 01/14,4384,2025-01-02T14:23:32.094Z,2025-01-15T06:00:00.000Z,2025-Q1,Ready for Sprint,In Development,5,5,no,yes,yes,no
OV-63198,244581,Go > Add Settings used for the UserContentAPI,Task,OV,Team ASAP,ASAP - 25Q1S1 01/01- 01/14,4384,2025-01-02T14:23:32.094Z,2025-01-15T06:00:00.000Z,2025-Q1,Ready for Sprint,Closed,,,no,no,no,no
OV-63875,246427,Create an HTTP handler to read images from WYSIWYS Controls in all applications,Task,OV,Team ASAP,ASAP - 25Q1S1 01/01- 01/14,4384,2025-01-02T14:23:32.094Z,2025-01-15T06:00:00.000Z,2025-Q1,Ready To Test,Closed,5,5,yes,yes,no,no
OV-63878,246433,A3 - Attached a file using the WYSIWYG control,Story,OV,Team ASAP,ASAP - 25Q1S1 01/01- 01/14,4384,2025-01-02T14:23:32.094Z,2025-01-15T06:00:00.000Z,2025-Q1,Ready for Sprint,In Development,5,5,no,yes,yes,yes
OV-64049,246860,Proof of Concept for CyberSource Authentication Update with Multi-Tenant Support,Task,OV,Team ASAP,ASAP - 25Q1S1 01/01- 01/14,4384,2025-01-02T14:23:32.094Z,2025-01-15T06:00:00.000Z,2025-Q1,Ready for Sprint,In Development,8,8,no,yes,no,no
OV-64116,247065,Maintenance Bucket 24Q4S6 ,Bug,OV,Team ASAP,ASAP - 25Q1S1 01/01- 01/14,4384,2025-01-02T14:23:32.094Z,2025-01-15T06:00:00.000Z,2025-Q1,New,New,3,1,no,no,no,no
OV-64290,236436,[A4] Fix Mend scan detected issues,Task,OV,Team ASAP,ASAP - 25Q1S1 01/01- 01/14,4384,2025-01-02T14:23:32.094Z,2025-01-15T06:00:00.000Z,2025-Q1,In Development,Closed,5,5,yes,yes,no,no
OV-64291,236440,[Go] Fix Mend scan detected issues,Task,OV,Team ASAP,ASAP - 25Q1S1 01/01- 01/14,4384,2025-01-02T14:23:32.094Z,2025-01-15T06:00:00.000Z,2025-Q1,In Development,Closed,,,yes,yes,no,no
