issue_key,issue_id,summary,issue_type,project_key,team_name,sprint_name,sprint_id,sprint_start_date,sprint_end_date,quarter_label,status_at_sprint_start,status_at_sprint_end,points_at_sprint_start,points_at_sprint_end,completed_in_sprint_flag,in_sprint_wip_flag,added_after_sprint_start_flag,removed_after_sprint_start_flag
OV-75569,285126,[RecurringBillingAPI] [Dependency] Fix high non exploitable detected vulnerabilities - part 2,Task,OV,Team ASAP,ASAP - 25Q4S2,8177,2025-10-15T16:20:20.063Z,2025-10-28T06:00:00.000Z,2025-Q4,New,New,3,3,no,no,yes,no
OV-74288,277415,[A3] [Dependency] fix medium exploitable detected vulnerabilities,Task,OV,Team ASAP,ASAP - 25Q4S3,8375,2025-10-29T16:47:39.354Z,2025-11-04T06:00:00.000Z,2025-Q4,Ready for Sprint,In Development,3,3,no,yes,no,no
OV-74297,277436,[GO] [Code] Fix medium Error Message Information Exposure detected vulnerabilities,Task,OV,Team ASAP,ASAP - 25Q4S3,8375,2025-10-29T16:47:39.354Z,2025-11-04T06:00:00.000Z,2025-Q4,Ready for Sprint,Ready for Sprint,3,3,no,no,no,no
OV-74298,277438,[GO] [Code] Fix medium Hardcoded Password/Credentials detected vulnerability,Task,OV,Team ASAP,ASAP - 25Q4S3,8375,2025-10-29T16:47:39.354Z,2025-11-04T06:00:00.000Z,2025-Q4,In Verification,In Verification,2,2,no,yes,no,no
OV-74300,277443,[A4] [Code] Fix medium multiple detected vulnerabilities,Task,OV,Team ASAP,ASAP - 25Q4S3,8375,2025-10-29T16:47:39.354Z,2025-11-04T06:00:00.000Z,2025-Q4,Ready for Sprint,In Test,5,5,no,yes,no,no
OV-74301,277445,[Dashboard] [Code] Fix medium Error Message Information Exposure detected vulnerabilities,Task,OV,Team ASAP,ASAP - 25Q4S3,8375,2025-10-29T16:47:39.354Z,2025-11-04T06:00:00.000Z,2025-Q4,Ready for Sprint,Closed,3,3,yes,yes,no,no
OV-74302,277447,[Mothership] [Code] Fix medium multiple detected vulnerabilities,Task,OV,Team ASAP,ASAP - 25Q4S3,8375,2025-10-29T16:47:39.354Z,2025-11-04T06:00:00.000Z,2025-Q4,Ready for Sprint,In Verification,1,1,no,yes,no,no
OV-74303,277449,[PPS] [Code] Fix medium Error Message Information Exposure detected vulnerability,Task,OV,Team ASAP,ASAP - 25Q4S3,8375,2025-10-29T16:47:39.354Z,2025-11-04T06:00:00.000Z,2025-Q4,Ready for Sprint,Ready To Test,5,5,no,yes,no,no
OV-74634,279263,Maintenance Bucket 25Q4S3,Task,OV,Team ASAP,ASAP - 25Q4S3,8375,2025-10-29T16:47:39.354Z,2025-11-04T06:00:00.000Z,2025-Q4,Ready for Sprint,Ready for Sprint,2,2,no,no,no,no
OV-75463,284363,[API] [Dependency] Remove jQuery.UI.Combined/jQuery.Validation package from backend project,Task,OV,Team ASAP,ASAP - 25Q4S3,8375,2025-10-29T16:47:39.354Z,2025-11-04T06:00:00.000Z,2025-Q4,Ready for Sprint,Closed,2,2,yes,yes,no,no
OV-75467,284372,Regression Testing 5.2.20,Task,OV,Team ASAP,ASAP - 25Q4S3,8375,2025-10-29T16:47:39.354Z,2025-11-04T06:00:00.000Z,2025-Q4,New,Ready for Sprint,3,3,no,no,no,no
OV-75524,284664,Spike : Mend [A4] [Code] Trust Boundary Violation,Task,OV,Team ASAP,ASAP - 25Q4S3,8375,2025-10-29T16:47:39.354Z,2025-11-04T06:00:00.000Z,2025-Q4,New,In Development,3,3,no,yes,yes,no
OV-75569,285126,[RecurringBillingAPI] [Dependency] Fix high non exploitable detected vulnerabilities - part 2,Task,OV,Team ASAP,ASAP - 25Q4S3,8375,2025-10-29T16:47:39.354Z,2025-11-04T06:00:00.000Z,2025-Q4,New,New,3,3,no,no,yes,no
OV-75605,285407,Go - Hide Guest Donations tab from Donations page,Task,OV,Team ASAP,ASAP - 25Q4S3,8375,2025-10-29T16:47:39.354Z,2025-11-04T06:00:00.000Z,2025-Q4,New,New,3,3,no,no,yes,no
OV-75635,285807,Regression Testing 5.2.18,Task,OV,Team ASAP,ASAP - 25Q4S3,8375,2025-10-29T16:47:39.354Z,2025-11-04T06:00:00.000Z,2025-Q4,New,New,3,3,no,no,yes,no
OV-74288,277415,[A3] [Dependency] fix medium exploitable detected vulnerabilities,Task,OV,Team ASAP,ASAP - 25Q4S4,8540,2025-11-12T16:29:24.838Z,2025-11-25T06:00:00.000Z,2025-Q4,In Development,Ready for Sprint,8,8,no,yes,no,yes
OV-74635,279264,Maintenance Bucket 25Q4S4,Task,OV,Team ASAP,ASAP - 25Q4S4,8540,2025-11-12T16:29:24.838Z,2025-11-25T06:00:00.000Z,2025-Q4,Ready for Sprint,Ready for Sprint,2,0,no,no,no,no
OV-75524,284664,Spike : Mend [A4] [Code] Trust Boundary Violation,Task,OV,Team ASAP,ASAP - 25Q4S4,8540,2025-11-12T16:29:24.838Z,2025-11-25T06:00:00.000Z,2025-Q4,Ready for Sprint,Ready for Sprint,3,3,no,no,no,no
OV-75569,285126,[RecurringBillingAPI] [Dependency] Fix high non exploitable detected vulnerabilities - part 2,Task,OV,Team ASAP,ASAP - 25Q4S4,8540,2025-11-12T16:29:24.838Z,2025-11-25T06:00:00.000Z,2025-Q4,In Development,Ready To Test,3,3,no,yes,no,no
OV-75779,287045,Regression Testing 5.2.21,Task,OV,Team ASAP,ASAP - 25Q4S4,8540,2025-11-12T16:29:24.838Z,2025-11-25T06:00:00.000Z,2025-Q4,Ready for Sprint,Ready for Sprint,3,3,no,no,no,no
OV-75780,287047,Update reCaptcha v3 for Donations and documentation,Task,OV,Team ASAP,ASAP - 25Q4S4,8540,2025-11-12T16:29:24.838Z,2025-11-25T06:00:00.000Z,2025-Q4,Ready For Refinement,Closed,3,3,yes,yes,no,no
OV-75783,287053,Review and Implement logic to create guest user for each donation,Task,OV,Team ASAP,ASAP - 25Q4S4,8540,2025-11-12T16:29:24.838Z,2025-11-25T06:00:00.000Z,2025-Q4,Ready For Refinement,Closed,5,5,yes,yes,no,no
OV-75789,287068,Implement AntiforgeryToken on header - Donation Page,Task,OV,Team ASAP,ASAP - 25Q4S4,8540,2025-11-12T16:29:24.838Z,2025-11-25T06:00:00.000Z,2025-Q4,Ready For Refinement,Closed,3,3,yes,yes,no,no
OV-75806,287094,Regression Testing 5.2.19,Task,OV,Team ASAP,ASAP - 25Q4S4,8540,2025-11-12T16:29:24.838Z,2025-11-25T06:00:00.000Z,2025-Q4,New,Closed,3,3,yes,yes,yes,no
OV-75821,287140,A4 - OrgPayment Config - Fix switch org functionality,Task,OV,Team ASAP,ASAP - 25Q4S4,8540,2025-11-12T16:29:24.838Z,2025-11-25T06:00:00.000Z,2025-Q4,New,Closed,3,3,yes,yes,yes,no
OV-75823,287144,A3 - Blob storage - Fix Email component so it doesnt set storage to public,Task,OV,Team ASAP,ASAP - 25Q4S4,8540,2025-11-12T16:29:24.838Z,2025-11-25T06:00:00.000Z,2025-Q4,New,Ready To Test,3,3,no,yes,yes,no
OV-75929,288940,[A4] Fix High Exploitable dependencies lodash,Story,OV,Team ASAP,ASAP - 25Q4S4,8540,2025-11-12T16:29:24.838Z,2025-11-25T06:00:00.000Z,2025-Q4,New,In Test,3,3,no,yes,yes,no
OV-75944,289028,[ASAPI] Fix High vulnerability code findings,Story,OV,Team ASAP,ASAP - 25Q4S4,8540,2025-11-12T16:29:24.838Z,2025-11-25T06:00:00.000Z,2025-Q4,New,Closed,3,3,yes,yes,yes,no
OV-75945,289030,[GO] [Code] Fix high vulnerability findings,Story,OV,Team ASAP,ASAP - 25Q4S4,8540,2025-11-12T16:29:24.838Z,2025-11-25T06:00:00.000Z,2025-Q4,New,In Test,3,3,no,yes,yes,no
OV-75985,289397,Implement reCaptcha v3 for Payment Endpoint,Task,OV,Team ASAP,ASAP - 25Q4S4,8540,2025-11-12T16:29:24.838Z,2025-11-25T06:00:00.000Z,2025-Q4,New,Closed,3,3,yes,yes,yes,no
OV-74288,277415,[A3] [Dependency] fix medium exploitable detected vulnerabilities,Task,OV,Team ASAP,ASAP - 25Q4S5,8672,2025-11-26T16:27:44.830Z,2025-12-10T00:00:00.000Z,2025-Q4,Ready for Sprint,Ready for Sprint,8,8,no,no,no,no
OV-74636,279265,Maintenance Bucket 25Q4S5,Task,OV,Team ASAP,ASAP - 25Q4S5,8672,2025-11-26T16:27:44.830Z,2025-12-10T00:00:00.000Z,2025-Q4,Ready for Sprint,Ready for Sprint,2,2,no,no,no,no
OV-75524,284664,Spike : Mend [A4] [Code] Trust Boundary Violation,Task,OV,Team ASAP,ASAP - 25Q4S5,8672,2025-11-26T16:27:44.830Z,2025-12-10T00:00:00.000Z,2025-Q4,Ready for Sprint,In Development,3,3,no,yes,no,no
OV-75569,285126,[RecurringBillingAPI] [Dependency] Fix high non exploitable detected vulnerabilities - part 2,Task,OV,Team ASAP,ASAP - 25Q4S5,8672,2025-11-26T16:27:44.830Z,2025-12-10T00:00:00.000Z,2025-Q4,In Test,Closed,3,3,yes,yes,no,no
OV-75779,287045,Regression Testing 5.2.21,Task,OV,Team ASAP,ASAP - 25Q4S5,8672,2025-11-26T16:27:44.830Z,2025-12-10T00:00:00.000Z,2025-Q4,Ready for Sprint,Closed,3,3,no,yes,no,no
OV-75945,289030,[GO] [Code] Fix high vulnerability findings,Story,OV,Team ASAP,ASAP - 25Q4S5,8672,2025-11-26T16:27:44.830Z,2025-12-10T00:00:00.000Z,2025-Q4,In Test,Closed,3,3,yes,yes,no,no
OV-76170,292731,Implement Go Recaptcha V3 new parameters + Recreate new session after guest payment,Task,OV,Team ASAP,ASAP - 25Q4S5,8672,2025-11-26T16:27:44.830Z,2025-12-10T00:00:00.000Z,2025-Q4,New,Closed,3,3,yes,yes,yes,no
OV-76213,293529,[A4] [Code] Fix medium new findings Hardcoded Password/Credentials,Task,OV,Team ASAP,ASAP - 25Q4S5,8672,2025-11-26T16:27:44.830Z,2025-12-10T00:00:00.000Z,2025-Q4,New,Closed,2,2,yes,yes,yes,no
OV-76357,296461,[Defect]-OV-75524>Switch Org not working,Bug,OV,Team ASAP,ASAP - 25Q4S5,8672,2025-11-26T16:27:44.830Z,2025-12-10T00:00:00.000Z,2025-Q4,New,In Development,,,no,yes,yes,no
OV-74288,277415,[A3] [Dependency] fix medium exploitable detected vulnerabilities,Task,OV,Team ASAP,ASAP - 25Q4S6,8876,2025-12-10T16:13:19.520Z,2025-12-23T06:00:00.000Z,2025-Q4,Ready for Sprint,In Development,8,8,no,yes,no,no
OV-74636,279265,Maintenance Bucket 25Q4S5,Task,OV,Team ASAP,ASAP - 25Q4S6,8876,2025-12-10T16:13:19.520Z,2025-12-23T06:00:00.000Z,2025-Q4,Ready for Sprint,Closed,2,2,no,no,no,no
OV-74637,279266,Maintenance Bucket 25Q4S6,Task,OV,Team ASAP,ASAP - 25Q4S6,8876,2025-12-10T16:13:19.520Z,2025-12-23T06:00:00.000Z,2025-Q4,Ready for Sprint,Ready for Sprint,2,2,no,no,no,no
OV-75524,284664,Spike : Mend [A4] [Code] Trust Boundary Violation,Task,OV,Team ASAP,ASAP - 25Q4S6,8876,2025-12-10T16:13:19.520Z,2025-12-23T06:00:00.000Z,2025-Q4,In Development,Closed,3,3,yes,yes,no,no
OV-76357,296461,[Defect]-OV-75524>Switch Org not working,Bug,OV,Team ASAP,ASAP - 25Q4S6,8876,2025-12-10T16:13:19.520Z,2025-12-23T06:00:00.000Z,2025-Q4,In Development,Closed,,,no,yes,no,no
OV-76541,299608,[A4][Go] Mend Code New High findings December 2025,Task,OV,Team ASAP,ASAP - 25Q4S6,8876,2025-12-10T16:13:19.520Z,2025-12-23T06:00:00.000Z,2025-Q4,Ready for Sprint,Closed,3,3,yes,yes,no,no
OV-76542,299610,Regression Release 5.2.21 [A4][Go],Task,OV,Team ASAP,ASAP - 25Q4S6,8876,2025-12-10T16:13:19.520Z,2025-12-23T06:00:00.000Z,2025-Q4,Ready for Sprint,Closed,2,2,no,yes,no,no
OV-70265,244286,Do the thing,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,New,In Development,,,no,yes,no,no
OV-71658,269406,Do the thing,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,In Development,In Development,,,no,yes,no,no
OV-72711,272567,Run regression,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,In Test,Closed,,,no,yes,no,no
OV-72712,272568,Deploy to production,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,New,Closed,,,no,no,no,no
OV-73185,273954,Do the thing,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,In Development,Closed,,,no,yes,no,no
OV-73186,273955,Execute test cases,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,New,Closed,,,no,no,no,no
OV-73187,273956,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,New,Closed,,,no,no,no,no
OV-73188,273957,Add to release card,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,New,Closed,,,no,no,no,no
OV-73189,273958,Merge to release branch 08/28 ???,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,New,Closed,,,no,no,no,no
OV-73669,275361,Do the thing,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,New,Closed,,,yes,yes,no,no
OV-73670,275363,Execute test cases,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,New,Closed,,,no,yes,no,no
OV-73671,275365,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,New,Closed,,,no,no,no,no
OV-73672,275367,Add to release card  10/16,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,New,Closed,,,no,no,no,no
OV-73673,275369,Merge to release branch  10/16,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,New,Closed,,,no,no,no,no
OV-73674,275371,Update API Docs,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,New,Closed,,,yes,yes,no,no
OV-73707,275438,Do the thing,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,In Development,In Development,,,no,yes,no,no
OV-73708,275440,Execute test cases,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,New,New,,,no,no,no,no
OV-73709,275442,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,New,New,,,no,no,no,no
OV-73710,275444,Add to release card 01/13,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,New,New,,,no,no,no,no
OV-73711,275446,Merge to release branch 01/13,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,New,New,,,no,no,no,no
OV-73718,275464,Do the thing,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,New,Closed,,,no,no,no,no
OV-73719,275466,Execute test cases,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,New,Closed,,,no,no,no,no
OV-73720,275468,Create/Update x-ray test cases,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,New,Closed,,,no,no,no,no
OV-73721,275470,Merge to release branch,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,New,Closed,,,no,no,no,no
OV-73722,275472,Add to release card,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,New,Closed,,,no,no,no,no
OV-73875,275797,Run regression,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,New,Closed,,,no,yes,no,no
OV-73876,275798,Deploy to production,Sub-task,OV,Team Connexpoint,CXP25Q4 - Sprint 1,6527,2025-10-01T18:46:46.889Z,2025-10-15T07:00:00.000Z,2025-Q4,New,Closed,,,no,no,no,no
