issue_key,issue_id,team_name,project_key,issue_type,quarter_label,cycle_time_start_status,cycle_time_start_utc,cycle_time_end_status,cycle_time_end_utc,resolution_at_cycle_time_end,cycle_time_days,cycle_time_weeks,completed_in_done_category_flag,completed_with_allowed_resolution_flag,data_quality_note,last_refresh_utc
OV-74291,277422,Team ASAP,OV,Task,2025-Q4,In Development,2025-10-13T20:58:03.128Z,Closed,2025-10-17T19:02:16.520Z,Done,3.92,0.56,yes,yes,,2026-06-10T00:04:52.036Z
OV-74292,277425,Team ASAP,OV,Task,2025-Q4,In Development,2025-10-14T15:42:28.680Z,Closed,2025-10-20T15:47:16.249Z,Done,6,0.86,yes,yes,,2026-06-10T00:04:52.036Z
OV-74293,277428,Team ASAP,OV,Task,2025-Q4,In Development,2025-10-14T20:19:56.533Z,Closed,2025-10-20T21:14:37.364Z,Done,6.04,0.86,yes,yes,,2026-06-10T00:04:52.036Z
OV-74294,277430,Team ASAP,OV,Task,2025-Q4,In Development,2025-10-15T16:30:18.359Z,Closed,2025-10-20T21:18:28.784Z,Done,5.2,0.74,yes,yes,,2026-06-10T00:04:52.036Z
OV-74295,277432,Team ASAP,OV,Task,2025-Q4,In Development,2025-10-16T16:44:20.979Z,Closed,2025-10-21T17:06:37.282Z,Done,5.02,0.72,yes,yes,,2026-06-10T00:04:52.036Z
OV-75181,282669,Team ASAP,OV,Task,2025-Q4,In Development,2025-10-20T20:16:52.916Z,Closed,2025-10-21T18:28:00.939Z,Done,0.92,0.13,yes,yes,,2026-06-10T00:04:52.036Z
OV-74299,277440,Team ASAP,OV,Task,2025-Q4,In Development,2025-10-17T16:57:14.797Z,Closed,2025-10-22T14:39:24.071Z,Done,4.9,0.7,yes,yes,,2026-06-10T00:04:52.036Z
OV-74296,277434,Team ASAP,OV,Task,2025-Q4,In Development,2025-10-16T16:59:30.592Z,Closed,2025-10-22T19:27:47.481Z,Done,6.1,0.87,yes,yes,,2026-06-10T00:04:52.036Z
OV-75134,282105,Team ASAP,OV,Bug,2025-Q4,In Development,2025-10-20T18:01:44.559Z,Closed,2025-10-24T15:25:32.955Z,Done,3.89,0.56,yes,yes,,2026-06-10T00:04:52.036Z
OV-75280,282981,Team ASAP,OV,Bug,2025-Q4,In Development,2025-10-23T14:48:57.897Z,Closed,2025-10-29T16:22:36.818Z,Done,6.07,0.87,yes,yes,,2026-06-10T00:04:52.036Z
OV-74301,277445,Team ASAP,OV,Task,2025-Q4,In Development,2025-10-29T16:48:57.730Z,Closed,2025-10-30T21:22:18.866Z,Done,1.19,0.17,yes,yes,,2026-06-10T00:04:52.036Z
OV-75463,284363,Team ASAP,OV,Task,2025-Q4,In Development,2025-10-29T21:21:56.679Z,Closed,2025-10-31T21:03:06.860Z,Done,1.99,0.28,yes,yes,,2026-06-10T00:04:52.036Z
OV-74300,277443,Team ASAP,OV,Task,2025-Q4,In Development,2025-10-29T16:49:00.183Z,Closed,2025-11-04T21:13:45.152Z,Done,6.18,0.88,yes,yes,,2026-06-10T00:04:52.036Z
OV-74303,277449,Team ASAP,OV,Task,2025-Q4,In Development,2025-10-30T17:09:00.958Z,Closed,2025-11-05T18:19:52.405Z,Done,6.05,0.86,yes,yes,,2026-06-10T00:04:52.036Z
OV-75605,285407,Team ASAP,OV,Task,2025-Q4,In Development,2025-11-05T17:44:16.985Z,Closed,2025-11-05T21:32:35.995Z,Done,0.16,0.02,yes,yes,,2026-06-10T00:04:52.036Z
OV-74302,277447,Team ASAP,OV,Task,2025-Q4,In Development,2025-10-30T16:32:05.324Z,Closed,2025-11-10T20:39:04.540Z,Done,11.17,1.6,yes,yes,,2026-06-10T00:04:52.036Z
OV-74297,277436,Team ASAP,OV,Task,2025-Q4,In Development,2025-11-04T20:15:14.097Z,Closed,2025-11-10T21:04:55.300Z,Done,6.03,0.86,yes,yes,,2026-06-10T00:04:52.036Z
OV-75780,287047,Team ASAP,OV,Task,2025-Q4,In Development,2025-11-12T16:38:15.648Z,Closed,2025-11-13T13:59:53.936Z,Done,0.89,0.13,yes,yes,,2026-06-10T00:04:52.036Z
OV-75789,287068,Team ASAP,OV,Task,2025-Q4,In Development,2025-11-12T16:38:40.539Z,Closed,2025-11-13T17:50:38.506Z,Done,1.05,0.15,yes,yes,,2026-06-10T00:04:52.036Z
OV-75783,287053,Team ASAP,OV,Task,2025-Q4,In Development,2025-11-12T18:09:55.635Z,Closed,2025-11-14T03:36:46.454Z,Done,1.39,0.2,yes,yes,,2026-06-10T00:04:52.036Z
OV-75806,287094,Team ASAP,OV,Task,2025-Q4,In Development,2025-11-14T14:37:38.944Z,Closed,2025-11-18T14:36:05.478Z,Done,4,0.57,yes,yes,,2026-06-10T00:04:52.036Z
OV-75821,287140,Team ASAP,OV,Task,2025-Q4,In Development,2025-11-12T21:55:52.172Z,Closed,2025-11-19T21:38:43.661Z,Done,6.99,1,yes,yes,,2026-06-10T00:04:52.036Z
OV-75944,289028,Team ASAP,OV,Story,2025-Q4,In Development,2025-11-18T18:16:20.987Z,Closed,2025-11-24T15:38:10.293Z,Done,5.89,0.84,yes,yes,,2026-06-10T00:04:52.036Z
OV-75985,289397,Team ASAP,OV,Task,2025-Q4,In Development,2025-11-20T18:28:15.205Z,Closed,2025-11-24T21:56:26.716Z,Done,4.14,0.59,yes,yes,,2026-06-10T00:04:52.036Z
OV-75929,288940,Team ASAP,OV,Story,2025-Q4,In Development,2025-11-18T18:10:12.711Z,Closed,2025-11-25T15:44:43.544Z,Done,6.9,0.99,yes,yes,,2026-06-10T00:04:52.036Z
OV-75823,287144,Team ASAP,OV,Task,2025-Q4,In Development,2025-11-13T14:54:05.712Z,Closed,2025-11-25T18:03:11.677Z,Done,12.13,1.73,yes,yes,,2026-06-10T00:04:52.036Z
OV-75569,285126,Team ASAP,OV,Task,2025-Q4,In Development,2025-11-04T14:43:50.491Z,Closed,2025-11-26T20:15:48.831Z,Done,22.23,3.18,yes,yes,,2026-06-10T00:04:52.036Z
OV-75945,289030,Team ASAP,OV,Story,2025-Q4,In Development,2025-11-20T14:37:18.100Z,Closed,2025-11-26T20:53:47.942Z,Done,6.26,0.89,yes,yes,,2026-06-10T00:04:52.036Z
OV-76170,292731,Team ASAP,OV,Task,2025-Q4,In Development,2025-12-01T14:43:48.779Z,Closed,2025-12-05T20:15:58.150Z,Done,4.23,0.6,yes,yes,,2026-06-10T00:04:52.036Z
OV-76213,293529,Team ASAP,OV,Task,2025-Q4,In Development,2025-11-28T17:46:48.905Z,Closed,2025-12-08T16:52:39.685Z,Done,9.96,1.42,yes,yes,,2026-06-10T00:04:52.036Z
OV-75524,284664,Team ASAP,OV,Task,2025-Q4,In Development,2025-12-05T14:33:58.348Z,Closed,2025-12-10T21:50:41.210Z,Done,5.3,0.76,yes,yes,,2026-06-10T00:04:52.036Z
OV-76541,299608,Team ASAP,OV,Task,2025-Q4,In Development,2025-12-11T14:32:49.257Z,Closed,2025-12-16T20:19:26.112Z,Done,5.24,0.75,yes,yes,,2026-06-10T00:04:52.036Z
OV-73657,275337,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-09-25T15:43:44.600Z,Closed,2025-10-01T16:33:10.224Z,Done,6.03,0.86,yes,yes,,2026-06-10T00:04:52.036Z
OV-73660,275343,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-01T15:35:33.761Z,Closed,2025-10-01T16:33:23.139Z,Done,0.04,0.01,yes,yes,,2026-06-10T00:04:52.036Z
OV-73661,275345,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-01T15:35:35.230Z,Closed,2025-10-01T16:33:32.271Z,Done,0.04,0.01,yes,yes,,2026-06-10T00:04:52.036Z
OV-73674,275371,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-06T15:35:11.834Z,Closed,2025-10-06T19:20:55.131Z,Done,0.16,0.02,yes,yes,,2026-06-10T00:04:52.036Z
OV-73669,275361,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-01T20:06:29.411Z,Closed,2025-10-07T15:39:16.139Z,Done,5.81,0.83,yes,yes,,2026-06-10T00:04:52.036Z
OV-74220,277246,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-09-25T16:55:03.306Z,Closed,2025-10-07T18:01:36.666Z,Done,12.05,1.72,yes,yes,,2026-06-10T00:04:52.036Z
OV-74438,278394,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-01T14:55:12.250Z,Closed,2025-10-07T18:02:48.892Z,Done,6.13,0.88,yes,yes,,2026-06-10T00:04:52.036Z
OV-74893,281160,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-08T18:19:23.467Z,Closed,2025-10-09T16:25:01.116Z,Done,0.92,0.13,yes,yes,,2026-06-10T00:04:52.036Z
OV-74744,280279,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-07T13:40:25.209Z,Closed,2025-10-10T17:40:41.656Z,Done,3.17,0.45,yes,yes,,2026-06-10T00:04:52.036Z
OV-74745,280281,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-13T15:44:33.005Z,Closed,2025-10-13T18:28:43.558Z,Done,0.11,0.02,yes,yes,,2026-06-10T00:04:52.036Z
OV-74746,280283,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-13T15:44:34.660Z,Closed,2025-10-13T18:28:53.133Z,Done,0.11,0.02,yes,yes,,2026-06-10T00:04:52.036Z
OV-74742,280275,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-01T20:13:12.711Z,Closed,2025-10-14T15:33:04.681Z,Done,12.81,1.83,yes,yes,,2026-06-10T00:04:52.036Z
OV-75020,281590,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-10T18:23:49.769Z,Closed,2025-10-16T19:19:30.694Z,Done,6.04,0.86,yes,yes,,2026-06-10T00:04:52.036Z
OV-74576,279097,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-09-29T19:50:00.357Z,Closed,2025-10-17T13:22:49.245Z,Done,17.73,2.53,yes,yes,,2026-06-10T00:04:52.036Z
OV-74575,279096,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-09-25T15:46:32.571Z,Closed,2025-10-20T15:12:51.808Z,Done,24.98,3.57,yes,yes,,2026-06-10T00:04:52.036Z
OV-74757,280305,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-02T15:54:32.291Z,Closed,2025-10-23T22:00:30.157Z,Done,21.25,3.04,yes,yes,,2026-06-10T00:04:52.036Z
OV-74759,280309,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-08T18:22:08.803Z,Closed,2025-10-23T22:01:11.503Z,Done,15.15,2.16,yes,yes,,2026-06-10T00:04:52.036Z
OV-75342,283222,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-24T14:21:40.481Z,Closed,2025-10-28T15:33:14.733Z,Done,4.05,0.58,yes,yes,,2026-06-10T00:04:52.036Z
OV-75362,283430,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-24T14:21:13.755Z,Closed,2025-10-28T15:34:14.081Z,Done,4.05,0.58,yes,yes,,2026-06-10T00:04:52.036Z
OV-74761,280313,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-24T14:21:07.329Z,Closed,2025-10-29T15:34:27.044Z,Done,5.05,0.72,yes,yes,,2026-06-10T00:04:52.036Z
OV-75227,282764,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-21T15:37:10.760Z,Closed,2025-10-30T15:42:44.735Z,Done,9,1.29,yes,yes,,2026-06-10T00:04:52.036Z
OV-75226,282762,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-23T15:43:42.071Z,Closed,2025-10-30T18:59:40.679Z,Done,7.14,1.02,yes,yes,,2026-06-10T00:04:52.036Z
OV-74971,281387,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-22T15:38:19.491Z,Closed,2025-11-03T21:10:54.443Z,Done,12.23,1.75,yes,yes,,2026-06-10T00:04:52.036Z
OV-74975,281395,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-03T21:11:07.219Z,Closed,2025-11-03T21:11:14.496Z,Done,0,0,yes,yes,,2026-06-10T00:04:52.036Z
OV-74579,279100,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-20T15:39:45.600Z,Closed,2025-11-07T05:27:23.627Z,Done,17.57,2.51,yes,yes,,2026-06-10T00:04:52.036Z
OV-71658,269406,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-08-12T15:37:50.051Z,Closed,2025-11-10T16:40:58.451Z,Done,90.04,12.86,yes,yes,,2026-06-10T00:04:52.036Z
OV-75354,283412,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-07T17:12:50.013Z,Closed,2025-11-11T18:26:41.851Z,Done,4.05,0.58,yes,yes,,2026-06-10T00:04:52.036Z
OV-75356,283416,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-11T18:26:55.958Z,Closed,2025-11-12T17:36:10.438Z,Done,0.96,0.14,yes,yes,,2026-06-10T00:04:52.036Z
OV-75357,283418,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-11T18:26:57.678Z,Closed,2025-11-12T17:36:23.392Z,Done,0.96,0.14,yes,yes,,2026-06-10T00:04:52.036Z
OV-74749,280289,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-30T15:47:12.749Z,Closed,2025-11-13T15:55:10.082Z,Done,14.01,2,yes,yes,,2026-06-10T00:04:52.036Z
OV-73687,275398,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-12T18:13:24.349Z,Closed,2025-11-13T21:55:55.495Z,Done,1.15,0.16,yes,yes,,2026-06-10T00:04:52.036Z
OV-73685,275394,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-20T15:23:27.938Z,Closed,2025-11-17T18:58:38.444Z,Done,28.15,4.02,yes,yes,,2026-06-10T00:04:52.036Z
OV-75827,287153,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-12T23:13:41.766Z,Closed,2025-11-17T22:28:14.528Z,Done,4.97,0.71,yes,yes,,2026-06-10T00:04:52.036Z
OV-75361,283426,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-17T22:26:38.089Z,Closed,2025-11-18T16:07:39.144Z,Done,0.74,0.11,yes,yes,,2026-06-10T00:04:52.036Z
OV-73690,275404,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-17T19:07:02.358Z,Closed,2025-11-18T19:27:55.127Z,Done,1.01,0.14,yes,yes,,2026-06-10T00:04:52.036Z
OV-73709,275442,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-07T21:34:42.408Z,Closed,2025-11-19T16:11:01.051Z,Done,11.78,1.68,yes,yes,,2026-06-10T00:04:52.036Z
OV-73707,275438,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-09-11T15:39:17.878Z,Closed,2025-11-19T16:11:48.132Z,Done,69.02,9.86,yes,yes,,2026-06-10T00:04:52.036Z
OV-70265,244286,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-14T15:12:48.718Z,Closed,2025-11-20T16:31:56.223Z,Done,37.05,5.29,yes,yes,,2026-06-10T00:04:52.036Z
OV-74750,280291,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-19T16:35:45.338Z,Closed,2025-11-21T16:31:48.261Z,Done,2,0.29,yes,yes,,2026-06-10T00:04:52.036Z
OV-74751,280293,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-19T16:35:47.064Z,Closed,2025-11-21T16:31:59.325Z,Done,2,0.29,yes,yes,,2026-06-10T00:04:52.036Z
OV-73711,275446,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-19T16:14:50.503Z,Closed,2025-11-21T16:32:57.926Z,Done,2.01,0.29,yes,yes,,2026-06-10T00:04:52.036Z
OV-74986,281429,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-24T14:22:38.237Z,Closed,2025-11-26T16:34:06.430Z,Done,33.09,4.73,yes,yes,,2026-06-10T00:04:52.036Z
OV-75861,287480,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-18T16:47:35.638Z,Closed,2025-11-26T16:51:00.488Z,Done,8,1.14,yes,yes,,2026-06-10T00:04:52.036Z
OV-75757,286776,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-18T16:48:44.165Z,Closed,2025-11-26T16:54:52.695Z,Done,8,1.14,yes,yes,,2026-06-10T00:04:52.036Z
OV-73681,275386,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-13T16:38:33.370Z,Closed,2025-11-26T21:09:16.545Z,Done,13.19,1.88,yes,yes,,2026-06-10T00:04:52.036Z
OV-73678,275381,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-20T15:12:20.477Z,Closed,2025-11-26T21:29:26.419Z,Done,6.26,0.89,yes,yes,,2026-06-10T00:04:52.036Z
OV-73682,275388,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-26T21:29:38.143Z,Closed,2025-11-26T21:30:25.252Z,Done,0,0,yes,yes,,2026-06-10T00:04:52.036Z
OV-73683,275390,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-26T21:29:39.807Z,Closed,2025-11-26T21:30:43.043Z,Done,0,0,yes,yes,,2026-06-10T00:04:52.036Z
OV-75282,282985,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-19T22:03:09.772Z,Closed,2025-12-01T15:24:32.500Z,Done,11.72,1.67,yes,yes,,2026-06-10T00:04:52.036Z
OV-76144,292354,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-26T15:32:03.715Z,Closed,2025-12-02T16:52:26.233Z,Done,6.06,0.87,yes,yes,,2026-06-10T00:04:52.036Z
OV-75603,285403,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-02T18:54:17.167Z,Closed,2025-12-02T23:20:56.431Z,Done,0.19,0.03,yes,yes,,2026-06-10T00:04:52.036Z
OV-75599,285395,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-26T15:25:52.536Z,Closed,2025-12-03T17:35:00.454Z,Done,7.09,1.01,yes,yes,,2026-06-10T00:04:52.036Z
OV-75849,287454,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-03T17:56:10.040Z,Closed,2025-12-03T18:46:54.831Z,Done,0.04,0.01,yes,yes,,2026-06-10T00:04:52.036Z
OV-75604,285405,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-26T15:32:01.857Z,Closed,2025-12-08T15:16:11.614Z,Done,11.99,1.71,yes,yes,,2026-06-10T00:04:52.036Z
OV-75281,282983,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-10-30T15:50:02.322Z,Closed,2025-12-09T16:50:08.827Z,Done,40.04,5.72,yes,yes,,2026-06-10T00:04:52.036Z
OV-75333,283190,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-18T16:47:34.062Z,Closed,2025-12-09T16:50:27.926Z,Done,21,3,yes,yes,,2026-06-10T00:04:52.036Z
OV-75287,282993,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-20T16:40:00.988Z,Closed,2025-12-09T16:52:13.114Z,Done,19.01,2.72,yes,yes,,2026-06-10T00:04:52.036Z
OV-75853,287462,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-11-21T16:42:18.763Z,Closed,2025-12-10T16:33:53.162Z,Done,18.99,2.71,yes,yes,,2026-06-10T00:04:52.036Z
OV-75856,287468,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-09T16:42:57.969Z,Closed,2025-12-10T16:36:42.281Z,Done,1,0.14,yes,yes,,2026-06-10T00:04:52.036Z
OV-75857,287470,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-09T16:42:59.471Z,Closed,2025-12-10T16:36:49.798Z,Done,1,0.14,yes,yes,,2026-06-10T00:04:52.036Z
OV-75602,285401,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-09T22:29:12.439Z,Closed,2025-12-10T16:48:19.072Z,Done,0.76,0.11,yes,yes,,2026-06-10T00:04:52.036Z
OV-76260,294987,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-09T16:45:09.398Z,Closed,2025-12-10T17:35:10.740Z,Done,1.03,0.15,yes,yes,,2026-06-10T00:04:52.036Z
OV-76549,299620,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-10T23:21:34.336Z,Closed,2025-12-11T14:03:03.744Z,Done,0.61,0.09,yes,yes,,2026-06-10T00:04:52.036Z
OV-75845,287446,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-12T19:41:58.395Z,Closed,2025-12-17T17:01:08.009Z,Done,4.89,0.7,yes,yes,,2026-06-10T00:04:52.036Z
OV-75843,287442,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-01T14:16:20.981Z,Closed,2025-12-17T17:01:24.147Z,Done,16.11,2.3,yes,yes,,2026-06-10T00:04:52.036Z
OV-75846,287448,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-17T16:32:34.288Z,Closed,2025-12-17T17:04:10.448Z,Done,0.02,0,yes,yes,,2026-06-10T00:04:52.036Z
OV-76552,299626,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-17T16:33:07.009Z,Closed,2025-12-17T18:42:39.434Z,Done,0.09,0.01,yes,yes,,2026-06-10T00:04:52.036Z
OV-76553,299628,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-17T16:33:08.517Z,Closed,2025-12-17T18:56:10.558Z,Done,0.1,0.01,yes,yes,,2026-06-10T00:04:52.036Z
OV-76564,299683,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-18T16:36:34.852Z,Closed,2025-12-18T16:58:45.564Z,Done,0.02,0,yes,yes,,2026-06-10T00:04:52.036Z
OV-76562,299679,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-17T17:12:25.554Z,Closed,2025-12-18T16:58:59.416Z,Done,0.99,0.14,yes,yes,,2026-06-10T00:04:52.036Z
OV-76561,299677,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-11T16:40:05.489Z,Closed,2025-12-18T16:59:10.462Z,Done,7.01,1,yes,yes,,2026-06-10T00:04:52.036Z
OV-76601,300353,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-11T16:41:43.400Z,Closed,2025-12-18T16:59:17.351Z,Done,7.01,1,yes,yes,,2026-06-10T00:04:52.036Z
OV-76451,298013,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-18T16:59:46.365Z,Closed,2025-12-18T17:04:37.744Z,Done,0,0,yes,yes,,2026-06-10T00:04:52.036Z
OV-76450,298012,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-11T16:39:19.566Z,Closed,2025-12-18T17:13:35.222Z,Done,7.02,1,yes,yes,,2026-06-10T00:04:52.036Z
OV-76565,299685,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-18T16:36:36.581Z,Closed,2025-12-18T17:23:48.283Z,Done,0.03,0,yes,yes,,2026-06-10T00:04:52.036Z
OV-76455,298017,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-11T16:39:28.086Z,Closed,2025-12-18T19:51:35.604Z,Done,7.13,1.02,yes,yes,,2026-06-10T00:04:52.036Z
OV-76456,298018,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-11T16:39:29.795Z,Closed,2025-12-18T19:51:43.159Z,Done,7.13,1.02,yes,yes,,2026-06-10T00:04:52.036Z
OV-76454,298016,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-18T17:16:52.639Z,Closed,2025-12-18T19:55:34.973Z,Done,0.11,0.02,yes,yes,,2026-06-10T00:04:52.036Z
OV-75847,287450,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-17T16:32:35.812Z,Closed,2025-12-19T19:36:30.958Z,Done,2.13,0.3,yes,yes,,2026-06-10T00:04:52.036Z
OV-77153,303094,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-18T16:41:41.881Z,Closed,2025-12-19T19:36:39.401Z,Done,1.12,0.16,yes,yes,,2026-06-10T00:04:52.036Z
OV-76576,299707,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-17T16:33:17.786Z,Closed,2025-12-23T15:15:15.225Z,Done,5.95,0.85,yes,yes,,2026-06-10T00:04:52.036Z
OV-76557,299668,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-19T21:34:41.166Z,Closed,2025-12-24T17:59:18.334Z,Done,4.85,0.69,yes,yes,,2026-06-10T00:04:52.036Z
OV-76556,299666,Team Connexpoint,OV,Sub-task,2025-Q4,In Development,2025-12-11T16:39:50.777Z,Closed,2025-12-26T20:52:36.652Z,Done,15.18,2.17,yes,yes,,2026-06-10T00:04:52.036Z
