issue_key,issue_id,team_name,project_key,issue_type,quarter_label,cycle_time_start_status,cycle_time_start_utc,cycle_time_end_status,cycle_time_end_utc,resolution_at_cycle_time_end,cycle_time_days,cycle_time_weeks,completed_in_done_category_flag,completed_with_allowed_resolution_flag,data_quality_note,last_refresh_utc
OV-62313,239377,Team ASAP,OV,Task,2025-Q1,In Development,2025-01-16T16:39:42.828Z,Closed,2025-01-22T20:41:04.560Z,Done,6.17,0.88,yes,yes,,2026-06-10T00:04:52.036Z
OV-65130,249571,Team ASAP,OV,Bug,2025-Q1,In Development,2025-01-22T15:29:23.839Z,Closed,2025-01-23T13:32:02.155Z,Done,0.92,0.13,yes,yes,,2026-06-10T00:04:52.036Z
OV-64050,246861,Team ASAP,OV,Task,2025-Q1,In Development,2025-01-22T16:00:38.227Z,Closed,2025-01-29T20:15:58.789Z,Done,7.18,1.03,yes,yes,,2026-06-10T00:04:52.036Z
OV-60213,234865,Team ASAP,OV,Task,2025-Q1,In Development,2025-01-23T13:32:10.272Z,Closed,2025-02-04T17:36:57.205Z,Done,12.17,1.74,yes,yes,,2026-06-10T00:04:52.036Z
OV-65426,250548,Team ASAP,OV,Task,2025-Q1,In Development,2025-01-31T13:55:24.239Z,Closed,2025-02-04T22:14:13.939Z,Done,4.35,0.62,yes,yes,,2026-06-10T00:04:52.036Z
OV-65313,250201,Team ASAP,OV,Bug,2025-Q1,In Development,2025-01-31T20:48:03.244Z,Closed,2025-02-05T20:56:14.008Z,Done,5.01,0.72,yes,yes,,2026-06-10T00:04:52.036Z
OV-65435,250605,Team ASAP,OV,Bug,2025-Q1,In Development,2025-01-30T21:22:24.136Z,Closed,2025-02-11T14:22:58.793Z,Done,11.71,1.67,yes,yes,,2026-06-10T00:04:52.036Z
OV-59624,226058,Team ASAP,OV,Bug,2025-Q1,In Development,2025-01-30T21:13:44.831Z,Closed,2025-02-11T22:49:23.626Z,Done,12.07,1.72,yes,yes,,2026-06-10T00:04:52.036Z
OV-65854,251611,Team ASAP,OV,Task,2025-Q1,In Development,2025-02-12T17:07:43.156Z,Closed,2025-02-12T21:01:38.226Z,Done,0.16,0.02,yes,yes,,2026-06-10T00:04:52.036Z
OV-65726,251288,Team ASAP,OV,Task,2025-Q1,In Development,2025-02-11T14:23:48.053Z,Closed,2025-02-13T19:12:25.180Z,Done,2.2,0.31,yes,yes,,2026-06-10T00:04:52.036Z
OV-65725,251285,Team ASAP,OV,Task,2025-Q1,In Development,2025-02-10T19:28:21.050Z,Closed,2025-02-13T19:43:48.708Z,Done,3.01,0.43,yes,yes,,2026-06-10T00:04:52.036Z
OV-62315,216663,Team ASAP,OV,Bug,2025-Q1,In Development,2025-02-13T13:29:19.183Z,Closed,2025-02-14T17:23:57.557Z,Done,1.16,0.17,yes,yes,,2026-06-10T00:04:52.036Z
OV-65381,250458,Team ASAP,OV,Task,2025-Q1,In Development,2025-02-12T16:13:06.234Z,Closed,2025-02-14T21:14:28.945Z,Done,2.21,0.32,yes,yes,,2026-06-10T00:04:52.036Z
OV-65852,251603,Team ASAP,OV,Task,2025-Q1,In Development,2025-02-18T14:17:32.574Z,Closed,2025-02-18T21:08:33.893Z,Done,0.29,0.04,yes,yes,,2026-06-10T00:04:52.036Z
OV-65847,251594,Team ASAP,OV,Task,2025-Q1,In Development,2025-02-13T13:29:22.777Z,Closed,2025-02-19T19:57:55.148Z,Done,6.27,0.9,yes,yes,,2026-06-10T00:04:52.036Z
OV-63531,245478,Team ASAP,OV,Task,2025-Q1,In Development,2025-02-19T19:10:34.689Z,Closed,2025-02-19T21:34:03.333Z,Done,0.1,0.01,yes,yes,,2026-06-10T00:04:52.036Z
OV-64301,247441,Team ASAP,OV,Task,2025-Q1,In Development,2025-02-12T21:50:16.890Z,Closed,2025-02-20T14:18:29.794Z,Done,7.69,1.1,yes,yes,,2026-06-10T00:04:52.036Z
OV-63537,245508,Team ASAP,OV,Task,2025-Q1,In Development,2025-02-14T17:57:54.523Z,Closed,2025-02-20T16:39:14.650Z,Done,5.95,0.85,yes,yes,,2026-06-10T00:04:52.036Z
OV-66048,252085,Team ASAP,OV,Bug,2025-Q1,In Development,2025-02-24T14:20:26.928Z,Closed,2025-02-24T20:42:34.996Z,Done,0.27,0.04,yes,yes,,2026-06-10T00:04:52.036Z
OV-66105,252204,Team ASAP,OV,Task,2025-Q1,In Development,2025-02-24T16:46:23.765Z,Closed,2025-02-25T15:02:38.467Z,Done,0.93,0.13,yes,yes,,2026-06-10T00:04:52.036Z
OV-63540,245512,Team ASAP,OV,Task,2025-Q1,In Development,2025-02-19T19:51:25.424Z,Closed,2025-02-26T14:40:01.211Z,Done,6.78,0.97,yes,yes,,2026-06-10T00:04:52.036Z
OV-65312,250311,Team ASAP,OV,Task,2025-Q1,In Development,2025-01-30T14:52:58.683Z,Closed,2025-02-27T14:13:38.158Z,Done,27.97,4,yes,yes,,2026-06-10T00:04:52.036Z
OV-64055,246884,Team ASAP,OV,Task,2025-Q1,In Development,2025-02-26T15:43:02.590Z,Closed,2025-03-03T17:31:09.534Z,Done,5.08,0.73,yes,yes,,2026-06-10T00:04:52.036Z
OV-64059,246908,Team ASAP,OV,Task,2025-Q1,In Development,2025-02-26T21:47:27.780Z,Closed,2025-03-04T17:50:16.848Z,Done,5.84,0.83,yes,yes,,2026-06-10T00:04:52.036Z
OV-66405,252875,Team ASAP,OV,Bug,2025-Q1,In Development,2025-03-04T20:48:26.143Z,Closed,2025-03-05T16:24:51.442Z,Done,0.82,0.12,yes,yes,,2026-06-10T00:04:52.036Z
OV-66037,252081,Team ASAP,OV,Bug,2025-Q1,In Development,2025-02-20T21:56:49.800Z,Closed,2025-03-05T16:25:07.664Z,Done,12.77,1.82,yes,yes,,2026-06-10T00:04:52.036Z
OV-66361,252724,Team ASAP,OV,Task,2025-Q1,In Development,2025-03-03T13:50:36.620Z,Closed,2025-03-06T22:33:19.420Z,Done,3.36,0.48,yes,yes,,2026-06-10T00:04:52.036Z
OV-66401,252855,Team ASAP,OV,Task,2025-Q1,In Development,2025-03-06T20:47:33.675Z,Closed,2025-03-07T15:35:50.847Z,Done,0.78,0.11,yes,yes,,2026-06-10T00:04:52.036Z
OV-64058,246896,Team ASAP,OV,Task,2025-Q1,In Development,2025-02-27T20:23:39.262Z,Closed,2025-03-07T22:28:15.663Z,Done,8.09,1.16,yes,yes,,2026-06-10T00:04:52.036Z
OV-63541,245513,Team ASAP,OV,Task,2025-Q1,In Development,2025-02-26T19:22:33.292Z,Closed,2025-03-10T17:36:55.644Z,Done,11.93,1.7,yes,yes,,2026-06-10T00:04:52.036Z
OV-66627,253401,Team ASAP,OV,Bug,2025-Q1,In Development,2025-03-11T15:56:09.380Z,Closed,2025-03-11T18:38:24.274Z,Done,0.11,0.02,yes,yes,,2026-06-10T00:04:52.036Z
OV-64056,246885,Team ASAP,OV,Task,2025-Q1,In Development,2025-03-10T15:46:30.756Z,Closed,2025-03-12T14:37:02.930Z,Done,1.95,0.28,yes,yes,,2026-06-10T00:04:52.036Z
OV-66385,252810,Team ASAP,OV,Bug,2025-Q1,In Development,2025-03-11T16:09:00.808Z,Closed,2025-03-13T15:23:22.805Z,Done,1.97,0.28,yes,yes,,2026-06-10T00:04:52.036Z
OV-66699,252119,Team ASAP,OV,Bug,2025-Q1,In Development,2025-03-13T17:11:12.539Z,Closed,2025-03-18T15:57:32.725Z,Done,4.95,0.71,yes,yes,,2026-06-10T00:04:52.036Z
OV-66730,252615,Team ASAP,OV,Bug,2025-Q1,In Development,2025-03-13T18:11:36.787Z,Closed,2025-03-21T21:36:35.633Z,Done,8.14,1.16,yes,yes,,2026-06-10T00:04:52.036Z
OV-66974,253669,Team ASAP,OV,Bug,2025-Q1,In Development,2025-03-21T19:56:47.232Z,Closed,2025-03-24T16:12:58.341Z,Done,2.84,0.41,yes,yes,,2026-06-10T00:04:52.036Z
OV-66894,254208,Team ASAP,OV,Bug,2025-Q1,In Development,2025-03-25T14:04:27.833Z,Closed,2025-03-25T20:34:10.611Z,Done,0.27,0.04,yes,yes,,2026-06-10T00:04:52.036Z
OV-64090,247024,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-06T16:10:43.208Z,Closed,2025-01-07T20:03:03.505Z,Done,1.16,0.17,yes,yes,,2026-06-10T00:04:52.036Z
OV-63847,246357,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2024-12-06T16:19:40.384Z,Closed,2025-01-08T22:41:34.219Z,Done,33.27,4.75,yes,yes,,2026-06-10T00:04:52.036Z
OV-63934,246568,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2024-12-20T15:39:22.189Z,Closed,2025-01-08T22:45:43.875Z,Done,19.3,2.76,yes,yes,,2026-06-10T00:04:52.036Z
OV-63855,246374,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2024-12-27T14:54:41.893Z,Closed,2025-01-09T19:01:21.389Z,Done,13.17,1.88,yes,yes,,2026-06-10T00:04:52.036Z
OV-63850,246360,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-09T19:01:26.391Z,Closed,2025-01-09T19:39:54.224Z,Done,0.03,0,yes,yes,,2026-06-10T00:04:52.036Z
OV-64552,248108,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-03T18:57:36.645Z,Closed,2025-01-10T15:27:41.244Z,Done,6.85,0.98,yes,yes,,2026-06-10T00:04:52.036Z
OV-63946,246583,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2024-12-18T16:14:26.251Z,Closed,2025-01-13T17:05:00.554Z,Done,26.04,3.72,yes,yes,,2026-06-10T00:04:52.036Z
OV-63938,246572,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2024-12-17T14:57:53.845Z,Closed,2025-01-13T17:05:08.493Z,Done,27.09,3.87,yes,yes,,2026-06-10T00:04:52.036Z
OV-64553,248109,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-09T22:22:59.106Z,Closed,2025-01-13T19:01:09.803Z,Done,3.86,0.55,yes,yes,,2026-06-10T00:04:52.036Z
OV-63962,246609,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2024-12-24T15:33:53.326Z,Closed,2025-01-13T22:23:44.524Z,Done,20.28,2.9,yes,yes,,2026-06-10T00:04:52.036Z
OV-63852,246362,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-08T16:19:39.763Z,Closed,2025-01-14T16:30:33.006Z,Done,6.01,0.86,yes,yes,,2026-06-10T00:04:52.036Z
OV-64554,248110,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-13T19:02:43.346Z,Closed,2025-01-14T18:11:36.439Z,Done,0.96,0.14,yes,yes,,2026-06-10T00:04:52.036Z
OV-63936,246570,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2024-12-16T19:07:59.879Z,Closed,2025-01-14T18:59:15.486Z,Done,28.99,4.14,yes,yes,,2026-06-10T00:04:52.036Z
OV-64000,246708,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2024-12-31T14:48:42.260Z,Closed,2025-01-15T16:03:43.087Z,Done,15.05,2.15,yes,yes,,2026-06-10T00:04:52.036Z
OV-64001,246709,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2024-12-27T19:41:00.769Z,Closed,2025-01-15T16:03:55.751Z,Done,18.85,2.69,yes,yes,,2026-06-10T00:04:52.036Z
OV-64002,246710,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-02T16:13:46.849Z,Closed,2025-01-15T16:04:11.154Z,Done,12.99,1.86,yes,yes,,2026-06-10T00:04:52.036Z
OV-64004,246712,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-02T13:21:04.328Z,Closed,2025-01-15T16:04:34.353Z,Done,13.11,1.87,yes,yes,,2026-06-10T00:04:52.036Z
OV-64005,246713,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-06T16:10:40.231Z,Closed,2025-01-15T16:04:44.374Z,Done,9,1.29,yes,yes,,2026-06-10T00:04:52.036Z
OV-64006,246714,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2024-12-27T17:42:38.737Z,Closed,2025-01-15T16:04:56.411Z,Done,18.93,2.7,yes,yes,,2026-06-10T00:04:52.036Z
OV-64007,246715,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2024-12-26T15:52:14.388Z,Closed,2025-01-15T16:05:19.229Z,Done,20.01,2.86,yes,yes,,2026-06-10T00:04:52.036Z
OV-64573,248161,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-09T23:24:38.169Z,Closed,2025-01-15T17:33:22.359Z,Done,5.76,0.82,yes,yes,,2026-06-10T00:04:52.036Z
OV-64581,248169,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-07T18:21:57.097Z,Closed,2025-01-15T17:38:25.062Z,Done,7.97,1.14,yes,yes,,2026-06-10T00:04:52.036Z
OV-63581,245597,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2024-11-26T16:17:30.318Z,Closed,2025-01-15T17:40:06.863Z,Done,50.06,7.15,yes,yes,,2026-06-10T00:04:52.036Z
OV-64582,248171,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-06T16:14:10.534Z,Closed,2025-01-15T17:44:05.733Z,Done,9.06,1.29,yes,yes,,2026-06-10T00:04:52.036Z
OV-64655,248402,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-21T14:25:28.766Z,Closed,2025-01-21T23:40:40.711Z,Done,0.39,0.06,yes,yes,,2026-06-10T00:04:52.036Z
OV-64812,248900,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-24T20:56:31.598Z,Closed,2025-01-24T22:33:05.217Z,Done,0.07,0.01,yes,yes,,2026-06-10T00:04:52.036Z
OV-64813,248901,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-24T21:20:25.281Z,Closed,2025-01-24T22:33:13.716Z,Done,0.05,0.01,yes,yes,,2026-06-10T00:04:52.036Z
OV-64814,248902,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-24T22:33:18.664Z,Closed,2025-01-24T22:33:33.160Z,Done,0,0,yes,yes,,2026-06-10T00:04:52.036Z
OV-64577,248164,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-07T16:12:33.092Z,Closed,2025-01-27T17:33:41.406Z,Done,20.06,2.87,yes,yes,,2026-06-10T00:04:52.036Z
OV-65278,250215,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-27T18:06:24.792Z,Closed,2025-01-27T18:42:50.913Z,Done,0.03,0,yes,yes,,2026-06-10T00:04:52.036Z
OV-64771,248808,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-17T16:04:35.271Z,Closed,2025-01-28T16:06:51.730Z,Done,11,1.57,yes,yes,,2026-06-10T00:04:52.036Z
OV-64580,248167,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-27T17:37:30.607Z,Closed,2025-01-28T16:13:04.463Z,Done,0.94,0.13,yes,yes,,2026-06-10T00:04:52.036Z
OV-64815,248904,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-24T22:33:38.596Z,Closed,2025-01-28T18:42:18.171Z,Done,3.84,0.55,yes,yes,,2026-06-10T00:04:52.036Z
OV-63173,244513,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-07T16:12:12.325Z,Closed,2025-01-28T22:20:13.152Z,Done,21.26,3.04,yes,yes,,2026-06-10T00:04:52.036Z
OV-64939,249055,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-21T16:19:15.116Z,Closed,2025-01-29T16:19:43.572Z,Done,8,1.14,yes,yes,,2026-06-10T00:04:52.036Z
OV-63175,244515,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-28T22:22:36.031Z,Closed,2025-01-29T16:32:32.515Z,Done,0.76,0.11,yes,yes,,2026-06-10T00:04:52.036Z
OV-63941,246575,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-28T23:25:47.137Z,Closed,2025-01-29T17:15:21.616Z,Done,0.74,0.11,yes,yes,,2026-06-10T00:04:52.036Z
OV-64316,247472,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-09T17:17:15.348Z,Closed,2025-01-29T17:37:28.556Z,Done,20.01,2.86,yes,yes,,2026-06-10T00:04:52.036Z
OV-64318,247474,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-08T16:18:44.996Z,Closed,2025-01-29T17:37:37.719Z,Done,21.05,3.01,yes,yes,,2026-06-10T00:04:52.036Z
OV-64319,247475,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-23T16:15:51.244Z,Closed,2025-01-29T17:37:46.707Z,Done,6.06,0.87,yes,yes,,2026-06-10T00:04:52.036Z
OV-65026,249270,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-29T22:57:21.567Z,Closed,2025-01-29T22:59:32.414Z,Done,0,0,yes,yes,,2026-06-10T00:04:52.036Z
OV-65022,249266,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-28T19:00:53.016Z,Closed,2025-01-30T14:20:29.272Z,Done,1.81,0.26,yes,yes,,2026-06-10T00:04:52.036Z
OV-64923,249039,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-30T16:20:23.188Z,Closed,2025-01-30T16:51:28.752Z,Done,0.02,0,yes,yes,,2026-06-10T00:04:52.036Z
OV-64928,249044,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-30T20:00:29.830Z,Closed,2025-01-30T20:00:46.433Z,Done,0,0,yes,yes,,2026-06-10T00:04:52.036Z
OV-64921,249037,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-15T16:55:37.386Z,Closed,2025-01-30T22:22:09.660Z,Done,15.23,2.18,yes,yes,,2026-06-10T00:04:52.036Z
OV-64919,249035,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-02-04T16:26:52.754Z,Closed,2025-02-04T23:35:46.691Z,Done,0.3,0.04,yes,yes,,2026-06-10T00:04:52.036Z
OV-64924,249040,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-02-04T16:15:15.850Z,Closed,2025-02-05T01:06:58.025Z,Done,0.37,0.05,yes,yes,,2026-06-10T00:04:52.036Z
OV-64926,249042,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-15T19:08:51.902Z,Closed,2025-02-05T15:15:38.950Z,Done,20.84,2.98,yes,yes,,2026-06-10T00:04:52.036Z
OV-64920,249036,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-02-04T23:35:52.450Z,Closed,2025-02-05T15:46:28.173Z,Done,0.67,0.1,yes,yes,,2026-06-10T00:04:52.036Z
OV-64929,249045,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-02-05T15:43:55.596Z,Closed,2025-02-05T18:44:22.844Z,Done,0.13,0.02,yes,yes,,2026-06-10T00:04:52.036Z
OV-65187,249748,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-28T16:24:19.384Z,Closed,2025-02-06T16:09:20.337Z,Done,8.99,1.28,yes,yes,,2026-06-10T00:04:52.036Z
OV-65201,249782,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-31T14:09:46.919Z,Closed,2025-02-06T19:34:58.491Z,Done,6.23,0.89,yes,yes,,2026-06-10T00:04:52.036Z
OV-65196,249776,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-30T16:09:12.083Z,Closed,2025-02-06T20:37:15.996Z,Done,7.19,1.03,yes,yes,,2026-06-10T00:04:52.036Z
OV-65202,249783,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-31T14:09:53.972Z,Closed,2025-02-07T16:02:46.342Z,Done,7.08,1.01,yes,yes,,2026-06-10T00:04:52.036Z
OV-64586,248175,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-06T16:13:47.179Z,Closed,2025-02-10T16:08:27.516Z,Done,35,5,yes,yes,,2026-06-10T00:04:52.036Z
OV-64940,249056,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-30T16:08:07.023Z,Closed,2025-02-12T17:19:20.662Z,Done,13.05,1.86,yes,yes,,2026-06-10T00:04:52.036Z
OV-65399,250487,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-30T16:08:47.108Z,Closed,2025-02-12T17:39:18.832Z,Done,13.06,1.87,yes,yes,,2026-06-10T00:04:52.036Z
OV-65398,250486,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-30T16:08:44.517Z,Closed,2025-02-12T17:39:28.137Z,Done,13.06,1.87,yes,yes,,2026-06-10T00:04:52.036Z
OV-65397,250485,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-01-30T16:08:42.024Z,Closed,2025-02-12T17:39:36.881Z,Done,13.06,1.87,yes,yes,,2026-06-10T00:04:52.036Z
OV-65099,249535,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-02-13T17:43:19.979Z,Closed,2025-02-17T23:02:49.109Z,Done,4.22,0.6,yes,yes,,2026-06-10T00:04:52.036Z
OV-65214,249797,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-02-12T22:44:07.500Z,Closed,2025-02-19T16:48:27.177Z,Done,6.75,0.96,yes,yes,,2026-06-10T00:04:52.036Z
OV-65208,249791,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-02-12T20:35:25.543Z,Closed,2025-02-19T16:48:34.035Z,Done,6.84,0.98,yes,yes,,2026-06-10T00:04:52.036Z
OV-65213,249796,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-02-12T22:08:18.490Z,Closed,2025-02-19T16:48:50.390Z,Done,6.78,0.97,yes,yes,,2026-06-10T00:04:52.036Z
OV-64761,248798,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-02-20T23:51:10.260Z,Closed,2025-02-21T15:10:36.736Z,Done,0.64,0.09,yes,yes,,2026-06-10T00:04:52.036Z
OV-65217,249800,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-02-13T14:47:30.853Z,Closed,2025-02-21T16:16:52.008Z,Done,8.06,1.15,yes,yes,,2026-06-10T00:04:52.036Z
OV-64944,249060,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-02-21T16:43:39.383Z,Closed,2025-02-21T16:50:34.027Z,Done,0,0,yes,yes,,2026-06-10T00:04:52.036Z
OV-64942,249058,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-02-17T16:18:46.687Z,Closed,2025-02-21T22:10:31.111Z,Done,4.24,0.61,yes,yes,,2026-06-10T00:04:52.036Z
OV-64945,249061,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-02-21T22:12:12.305Z,Closed,2025-02-21T22:27:31.585Z,Done,0.01,0,yes,yes,,2026-06-10T00:04:52.036Z
OV-65145,249647,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-02-25T14:05:37.230Z,Closed,2025-02-25T15:04:26.734Z,Done,0.04,0.01,yes,yes,,2026-06-10T00:04:52.036Z
OV-65234,249840,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-02-05T15:47:41.266Z,Closed,2025-02-25T16:12:27.608Z,Done,20.02,2.86,yes,yes,,2026-06-10T00:04:52.036Z
OV-65104,249543,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-02-18T16:18:38.554Z,Closed,2025-02-25T21:41:47.601Z,Done,7.22,1.03,yes,yes,,2026-06-10T00:04:52.036Z
OV-65956,251839,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-02-19T16:11:03.353Z,Closed,2025-02-26T16:05:00.252Z,Done,7,1,yes,yes,,2026-06-10T00:04:52.036Z
OV-66188,252430,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-02-25T18:54:50.967Z,Closed,2025-02-26T16:06:08.189Z,Done,0.88,0.13,yes,yes,,2026-06-10T00:04:52.036Z
OV-64759,248796,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-02-05T17:50:11.787Z,Closed,2025-02-26T16:37:49.328Z,Done,20.95,2.99,yes,yes,,2026-06-10T00:04:52.036Z
OV-65716,251265,Team Connexpoint,OV,Sub-task,2025-Q1,In Development,2025-02-17T03:19:44.952Z,Closed,2025-02-26T17:52:10.506Z,Done,9.61,1.37,yes,yes,,2026-06-10T00:04:52.036Z
