issue_key,issue_id,team_name,project_key,issue_type,quarter_label,cycle_time_start_status,cycle_time_start_utc,cycle_time_end_status,cycle_time_end_utc,resolution_at_cycle_time_end,cycle_time_days,cycle_time_weeks,completed_in_done_category_flag,completed_with_allowed_resolution_flag,data_quality_note,last_refresh_utc
OV-71004,267561,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-04T15:32:23.846Z,Closed,2025-07-08T17:19:56.997Z,Done,4.07,0.58,yes,yes,,2026-04-28T00:04:11.491Z
OV-71005,267564,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-07T15:41:39.411Z,Closed,2025-07-08T17:54:19.461Z,Done,1.09,0.16,yes,yes,,2026-04-28T00:04:11.491Z
OV-68775,258944,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-03T15:28:18.593Z,Closed,2025-07-09T15:08:45.323Z,Done,5.99,0.86,yes,yes,,2026-04-28T00:04:11.491Z
OV-70062,263488,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-09T02:17:16.484Z,Closed,2025-07-11T15:32:58.937Z,Done,2.55,0.36,yes,yes,,2026-04-28T00:04:11.491Z
OV-70109,263712,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-02T14:15:25.773Z,Closed,2025-07-11T19:31:00.638Z,Done,9.22,1.32,yes,yes,,2026-04-28T00:04:11.491Z
OV-70108,263709,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-06-12T18:36:26.635Z,Closed,2025-07-14T17:57:00.044Z,Done,31.97,4.57,yes,yes,,2026-04-28T00:04:11.491Z
OV-70116,263733,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-06-12T20:55:34.552Z,Closed,2025-07-14T17:57:17.593Z,Done,31.88,4.55,yes,yes,,2026-04-28T00:04:11.491Z
OV-70075,263549,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-06-12T20:56:23.233Z,Closed,2025-07-14T17:59:51.878Z,Done,31.88,4.55,yes,yes,,2026-04-28T00:04:11.491Z
OV-70076,263552,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-06-12T20:56:25.409Z,Closed,2025-07-14T17:59:59.160Z,Done,31.88,4.55,yes,yes,,2026-04-28T00:04:11.491Z
OV-70802,265959,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-14T18:00:18.270Z,Closed,2025-07-14T18:34:32.454Z,Done,0.02,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-70115,263730,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-14T17:59:07.780Z,Closed,2025-07-14T18:49:35.109Z,Done,0.04,0.01,yes,yes,,2026-04-28T00:04:11.491Z
OV-70800,265953,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-06-27T15:38:58.456Z,Closed,2025-07-14T19:10:19.769Z,Done,17.15,2.45,yes,yes,,2026-04-28T00:04:11.491Z
OV-68779,258948,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-11T14:05:10.639Z,Closed,2025-07-15T14:11:32.540Z,Done,4,0.57,yes,yes,,2026-04-28T00:04:11.491Z
OV-68781,258950,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-14T18:49:27.314Z,Closed,2025-07-15T14:11:39.317Z,Done,0.81,0.12,yes,yes,,2026-04-28T00:04:11.491Z
OV-70804,265965,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-14T19:13:30.009Z,Closed,2025-07-15T15:36:29.574Z,Done,0.85,0.12,yes,yes,,2026-04-28T00:04:11.491Z
OV-71178,268042,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-14T14:32:14.704Z,Closed,2025-07-16T13:38:12.262Z,Done,1.96,0.28,yes,yes,,2026-04-28T00:04:11.491Z
OV-71574,269146,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-16T13:35:46.532Z,Closed,2025-07-16T13:51:33.304Z,Done,0.01,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-68771,258937,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-17T02:51:43.597Z,Closed,2025-07-17T02:52:03.738Z,Done,0,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-68773,258942,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-17T02:51:47.676Z,Closed,2025-07-17T02:52:13.166Z,Done,0,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-71675,269439,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-17T14:37:31.871Z,Closed,2025-07-17T18:49:47.442Z,Done,0.18,0.03,yes,yes,,2026-04-28T00:04:11.491Z
OV-71184,268060,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-17T15:33:02.124Z,Closed,2025-07-17T19:52:18.222Z,Done,0.18,0.03,yes,yes,,2026-04-28T00:04:11.491Z
OV-71183,268057,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-17T15:32:58.364Z,Closed,2025-07-17T19:52:26.180Z,Done,0.18,0.03,yes,yes,,2026-04-28T00:04:11.491Z
OV-71177,268039,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-08T15:43:18.623Z,Closed,2025-07-18T15:37:54.472Z,Done,10,1.43,yes,yes,,2026-04-28T00:04:11.491Z
OV-71655,269395,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-17T13:16:10.322Z,Closed,2025-07-21T06:12:17.365Z,Done,3.71,0.53,yes,yes,,2026-04-28T00:04:11.491Z
OV-71654,269392,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-21T06:12:21.751Z,Closed,2025-07-21T06:12:37.310Z,Done,0,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-71676,269442,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-17T15:00:44.806Z,Closed,2025-07-21T18:55:25.555Z,Done,4.16,0.59,yes,yes,,2026-04-28T00:04:11.491Z
OV-71634,269322,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-17T13:14:13.188Z,Closed,2025-07-21T20:49:22.326Z,Done,4.32,0.62,yes,yes,,2026-04-28T00:04:11.491Z
OV-71656,269398,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-21T14:06:40.547Z,Closed,2025-07-22T11:23:41.408Z,Done,0.89,0.13,yes,yes,,2026-04-28T00:04:11.491Z
OV-71678,269446,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-18T15:36:48.488Z,Closed,2025-07-23T17:29:39.321Z,Done,5.08,0.73,yes,yes,,2026-04-28T00:04:11.491Z
OV-71638,269334,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-23T17:29:42.222Z,Closed,2025-07-23T18:26:44.972Z,Done,0.04,0.01,yes,yes,,2026-04-28T00:04:11.491Z
OV-71657,269401,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-23T15:32:32.928Z,Closed,2025-07-24T15:35:27.103Z,Done,1,0.14,yes,yes,,2026-04-28T00:04:11.491Z
OV-71644,269358,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-17T16:19:40.702Z,Closed,2025-07-24T21:58:00.073Z,Done,7.23,1.03,yes,yes,,2026-04-28T00:04:11.491Z
OV-71764,269693,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-21T21:07:01.263Z,Closed,2025-07-24T21:58:12.134Z,Done,3.04,0.43,yes,yes,,2026-04-28T00:04:11.491Z
OV-71648,269370,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-23T21:50:23.098Z,Closed,2025-07-24T21:58:19.616Z,Done,1.01,0.14,yes,yes,,2026-04-28T00:04:11.491Z
OV-71643,269354,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-23T21:50:18.684Z,Closed,2025-07-24T22:03:02.323Z,Done,1.01,0.14,yes,yes,,2026-04-28T00:04:11.491Z
OV-71639,269339,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-18T15:49:05.197Z,Closed,2025-07-24T22:03:09.651Z,Done,6.26,0.89,yes,yes,,2026-04-28T00:04:11.491Z
OV-71302,268471,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-29T15:36:07.841Z,Closed,2025-07-30T15:33:24.868Z,Done,1,0.14,yes,yes,,2026-04-28T00:04:11.491Z
OV-72102,270756,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-28T21:44:54.610Z,Closed,2025-07-30T16:37:25.835Z,Done,1.79,0.26,yes,yes,,2026-04-28T00:04:11.491Z
OV-71976,270322,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-29T13:28:31.843Z,Closed,2025-07-30T20:52:34.058Z,Done,1.31,0.19,yes,yes,,2026-04-28T00:04:11.491Z
OV-71982,270340,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-01T15:34:10.226Z,Closed,2025-08-01T16:48:06.164Z,Done,0.05,0.01,yes,yes,,2026-04-28T00:04:11.491Z
OV-72038,270527,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-01T18:21:11.845Z,Closed,2025-08-01T18:34:30.657Z,Done,0.01,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-72043,270542,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-01T20:45:11.186Z,Closed,2025-08-01T21:58:05.185Z,Done,0.05,0.01,yes,yes,,2026-04-28T00:04:11.491Z
OV-69317,260958,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-16T16:16:38.588Z,Closed,2025-08-04T13:17:49.584Z,Done,18.88,2.7,yes,yes,,2026-04-28T00:04:11.491Z
OV-71975,270319,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-24T15:39:26.088Z,Closed,2025-08-04T15:32:40.504Z,Done,11,1.57,yes,yes,,2026-04-28T00:04:11.491Z
OV-72037,270524,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-01T20:44:11.543Z,Closed,2025-08-04T15:35:23.760Z,Done,2.79,0.4,yes,yes,,2026-04-28T00:04:11.491Z
OV-71980,270334,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-30T20:53:20.965Z,Closed,2025-08-05T15:40:49.391Z,Done,5.78,0.83,yes,yes,,2026-04-28T00:04:11.491Z
OV-72119,270829,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-29T14:35:46.951Z,Closed,2025-08-06T15:38:25.924Z,Done,8.04,1.15,yes,yes,,2026-04-28T00:04:11.491Z
OV-72048,270557,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-05T13:10:23.360Z,Closed,2025-08-06T19:04:54.456Z,Done,1.25,0.18,yes,yes,,2026-04-28T00:04:11.491Z
OV-71016,267599,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-17T15:39:05.121Z,Closed,2025-08-07T12:23:28.771Z,Done,20.86,2.98,yes,yes,,2026-04-28T00:04:11.491Z
OV-71019,267608,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-23T19:09:57.330Z,Closed,2025-08-07T12:23:37.492Z,Done,14.72,2.1,yes,yes,,2026-04-28T00:04:11.491Z
OV-72045,270548,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-07-31T14:40:31.445Z,Closed,2025-08-07T15:34:18.313Z,Done,7.04,1.01,yes,yes,,2026-04-28T00:04:11.491Z
OV-72123,270833,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-06T16:35:52.590Z,Closed,2025-08-07T15:45:30.572Z,Done,0.97,0.14,yes,yes,,2026-04-28T00:04:11.491Z
OV-72052,270569,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-06T19:17:11.774Z,Closed,2025-08-07T19:00:26.090Z,Done,0.99,0.14,yes,yes,,2026-04-28T00:04:11.491Z
OV-72050,270563,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-07T19:01:23.458Z,Closed,2025-08-07T21:06:14.053Z,Done,0.09,0.01,yes,yes,,2026-04-28T00:04:11.491Z
OV-72255,271246,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-01T21:58:42.742Z,Closed,2025-08-08T15:17:25.142Z,Done,6.72,0.96,yes,yes,,2026-04-28T00:04:11.491Z
OV-72054,270575,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-08T15:20:41.377Z,Closed,2025-08-08T17:34:15.094Z,Done,0.09,0.01,yes,yes,,2026-04-28T00:04:11.491Z
OV-72075,270663,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-12T19:03:30.782Z,Closed,2025-08-19T13:47:02.774Z,Done,6.78,0.97,yes,yes,,2026-04-28T00:04:11.491Z
OV-72073,270657,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-08T20:30:13.590Z,Closed,2025-08-19T13:47:57.321Z,Done,10.72,1.53,yes,yes,,2026-04-28T00:04:11.491Z
OV-72077,270669,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-19T13:49:51.252Z,Closed,2025-08-19T14:48:49.361Z,Done,0.04,0.01,yes,yes,,2026-04-28T00:04:11.491Z
OV-72805,272905,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-19T13:46:46.005Z,Closed,2025-08-21T19:17:46.662Z,Done,2.23,0.32,yes,yes,,2026-04-28T00:04:11.491Z
OV-72607,272209,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-21T19:18:43.970Z,Closed,2025-08-22T18:20:29.384Z,Done,0.96,0.14,yes,yes,,2026-04-28T00:04:11.491Z
OV-72873,273078,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-21T15:07:54.672Z,Closed,2025-08-25T13:46:27.785Z,Done,3.94,0.56,yes,yes,,2026-04-28T00:04:11.491Z
OV-72880,273087,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-25T13:46:51.331Z,Closed,2025-08-26T15:36:53.631Z,Done,1.08,0.15,yes,yes,,2026-04-28T00:04:11.491Z
OV-72605,272205,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-15T15:39:15.408Z,Closed,2025-08-26T17:52:34.541Z,Done,11.09,1.58,yes,yes,,2026-04-28T00:04:11.491Z
OV-72939,273281,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-22T18:21:34.284Z,Closed,2025-08-26T18:57:57.228Z,Done,4.03,0.58,yes,yes,,2026-04-28T00:04:11.491Z
OV-72468,271830,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-21T19:18:16.263Z,Closed,2025-08-26T19:19:24.653Z,Done,5,0.71,yes,yes,,2026-04-28T00:04:11.491Z
OV-72543,272052,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-19T15:49:37.074Z,Closed,2025-08-26T19:20:32.176Z,Done,7.15,1.02,yes,yes,,2026-04-28T00:04:11.491Z
OV-72942,273307,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-25T14:51:23.518Z,Closed,2025-08-26T19:51:27.575Z,Done,1.21,0.17,yes,yes,,2026-04-28T00:04:11.491Z
OV-72467,271828,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-26T18:02:14.108Z,Closed,2025-08-26T20:27:59.301Z,Done,0.1,0.01,yes,yes,,2026-04-28T00:04:11.491Z
OV-72464,271822,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-14T15:34:07.536Z,Closed,2025-08-26T20:28:06.298Z,Done,12.2,1.74,yes,yes,,2026-04-28T00:04:11.491Z
OV-72609,272213,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-26T17:53:01.099Z,Closed,2025-08-27T15:33:41.668Z,Done,0.9,0.13,yes,yes,,2026-04-28T00:04:11.491Z
OV-72685,272530,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-15T15:17:36.647Z,Closed,2025-08-27T19:36:53.060Z,Done,12.18,1.74,yes,yes,,2026-04-28T00:04:11.491Z
OV-72689,272538,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-27T19:37:02.749Z,Closed,2025-08-27T19:38:10.139Z,Done,0,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-73151,273857,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-09-02T21:42:07.050Z,Closed,2025-09-02T22:38:46.942Z,Done,0.04,0.01,yes,yes,,2026-04-28T00:04:11.491Z
OV-72617,272229,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-09-02T15:34:36.075Z,Closed,2025-09-03T16:54:26.898Z,Done,1.06,0.15,yes,yes,,2026-04-28T00:04:11.491Z
OV-73292,274294,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-09-02T14:31:40.113Z,Closed,2025-09-03T16:54:49.046Z,Done,1.1,0.16,yes,yes,,2026-04-28T00:04:11.491Z
OV-73048,273662,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-09-03T17:09:14.076Z,Closed,2025-09-03T17:26:05.126Z,Done,0.01,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-73054,273674,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-09-03T17:27:19.087Z,Closed,2025-09-03T18:15:43.398Z,Done,0.03,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-72615,272225,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-29T16:22:17.859Z,Closed,2025-09-04T15:33:02.179Z,Done,5.97,0.85,yes,yes,,2026-04-28T00:04:11.491Z
OV-73052,273670,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-09-01T16:30:37.981Z,Closed,2025-09-04T15:34:24.792Z,Done,2.96,0.42,yes,yes,,2026-04-28T00:04:11.491Z
OV-73190,273961,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-09-01T16:30:45.996Z,Closed,2025-09-04T15:36:29.383Z,Done,2.96,0.42,yes,yes,,2026-04-28T00:04:11.491Z
OV-73191,273963,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-09-01T16:30:50.687Z,Closed,2025-09-04T15:36:35.957Z,Done,2.96,0.42,yes,yes,,2026-04-28T00:04:11.491Z
OV-73462,274813,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-09-05T13:39:17.861Z,Closed,2025-09-05T13:41:47.040Z,Done,0,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-73149,273855,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-29T16:22:32.122Z,Closed,2025-09-05T17:01:23.073Z,Done,7.03,1,yes,yes,,2026-04-28T00:04:11.491Z
OV-72181,271005,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-09-05T17:37:10.361Z,Closed,2025-09-08T14:11:37.149Z,Done,2.86,0.41,yes,yes,,2026-04-28T00:04:11.491Z
OV-73067,273700,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-09-08T15:08:01.287Z,Closed,2025-09-08T15:12:23.129Z,Done,0,0,yes,yes,,2026-04-28T00:04:11.491Z
OV-73065,273696,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-09-04T15:40:26.902Z,Closed,2025-09-08T15:18:03.612Z,Done,3.98,0.57,yes,yes,,2026-04-28T00:04:11.491Z
OV-73055,273676,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-09-04T15:36:16.994Z,Closed,2025-09-08T15:26:51.993Z,Done,3.99,0.57,yes,yes,,2026-04-28T00:04:11.491Z
OV-73056,273678,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-09-04T15:36:18.657Z,Closed,2025-09-08T15:27:01.378Z,Done,3.99,0.57,yes,yes,,2026-04-28T00:04:11.491Z
OV-72619,272233,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-09-04T15:33:07.582Z,Closed,2025-09-08T15:57:41.565Z,Done,4.02,0.57,yes,yes,,2026-04-28T00:04:11.491Z
OV-73153,273859,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-09-08T13:09:43.838Z,Closed,2025-09-08T17:42:18.193Z,Done,0.19,0.03,yes,yes,,2026-04-28T00:04:11.491Z
OV-72612,272219,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-09-05T18:16:19.071Z,Closed,2025-09-08T20:52:18.840Z,Done,3.11,0.44,yes,yes,,2026-04-28T00:04:11.491Z
OV-73487,274857,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-09-05T16:39:20.482Z,Closed,2025-09-09T15:37:24.985Z,Done,3.96,0.57,yes,yes,,2026-04-28T00:04:11.491Z
OV-73466,274817,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-09-05T16:38:24.718Z,Closed,2025-09-09T15:37:31.946Z,Done,3.96,0.57,yes,yes,,2026-04-28T00:04:11.491Z
OV-73488,274859,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-09-08T13:09:47.098Z,Closed,2025-09-09T15:39:13.580Z,Done,1.1,0.16,yes,yes,,2026-04-28T00:04:11.491Z
OV-72610,272215,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-29T16:22:12.047Z,Closed,2025-09-10T15:34:23.982Z,Done,11.97,1.71,yes,yes,,2026-04-28T00:04:11.491Z
OV-73046,273658,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-09-02T15:56:08.201Z,Closed,2025-09-10T15:48:04.224Z,Done,7.99,1.14,yes,yes,,2026-04-28T00:04:11.491Z
OV-71369,268593,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-29T16:22:04.921Z,Closed,2025-09-10T15:50:09.545Z,Done,11.98,1.71,yes,yes,,2026-04-28T00:04:11.491Z
OV-71371,268597,Team Connexpoint,OV,Sub-task,2025-Q3,In Development,2025-08-29T16:22:06.620Z,Closed,2025-09-10T15:50:20.621Z,Done,11.98,1.71,yes,yes,,2026-04-28T00:04:11.491Z
