issue_key,issue_id,team_name,project_key,issue_type,quarter_label,cycle_time_start_status,cycle_time_start_utc,cycle_time_end_status,cycle_time_end_utc,resolution_at_cycle_time_end,cycle_time_days,cycle_time_weeks,completed_in_done_category_flag,completed_with_allowed_resolution_flag,data_quality_note,last_refresh_utc
OV-76486,298721,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-01-08T16:39:12.586Z,Closed,2026-01-28T16:39:26.082Z,Done,20,2.86,yes,yes,,2026-04-27T15:59:56.487Z
OV-76493,298735,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-01-15T16:40:09.750Z,Closed,2026-01-28T16:39:33.749Z,Done,13,1.86,yes,yes,,2026-04-27T15:59:56.487Z
OV-78629,308315,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-01-27T21:58:01.815Z,Closed,2026-01-30T15:13:08.893Z,Done,2.72,0.39,yes,yes,,2026-04-27T15:59:56.487Z
OV-78628,308313,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-01-23T16:15:23.290Z,Closed,2026-01-30T15:22:03.887Z,Done,6.96,0.99,yes,yes,,2026-04-27T15:59:56.487Z
OV-78633,308323,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-01-23T16:37:18.288Z,Closed,2026-01-30T15:22:18.659Z,Done,6.95,0.99,yes,yes,,2026-04-27T15:59:56.487Z
OV-76490,298729,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-01-27T16:32:00.346Z,Closed,2026-01-30T16:29:23.018Z,Done,3,0.43,yes,yes,,2026-04-27T15:59:56.487Z
OV-76489,298727,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-01-27T16:31:58.450Z,Closed,2026-01-30T16:30:03.102Z,Done,3,0.43,yes,yes,,2026-04-27T15:59:56.487Z
OV-78632,308321,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-01-30T15:47:20.559Z,Closed,2026-01-30T17:21:29.728Z,Done,0.07,0.01,yes,yes,,2026-04-27T15:59:56.487Z
OV-78987,310815,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-01-29T14:38:46.079Z,Closed,2026-02-03T19:20:09.153Z,Done,5.2,0.74,yes,yes,,2026-04-27T15:59:56.487Z
OV-78679,308590,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-01-27T20:19:30.065Z,Closed,2026-02-04T17:34:27.909Z,Done,7.89,1.13,yes,yes,,2026-04-27T15:59:56.487Z
OV-78989,310819,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-04T16:35:19.651Z,Closed,2026-02-04T17:35:11.874Z,Done,0.04,0.01,yes,yes,,2026-04-27T15:59:56.487Z
OV-78990,310821,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-04T16:35:20.323Z,Closed,2026-02-04T17:35:28.256Z,Done,0.04,0.01,yes,yes,,2026-04-27T15:59:56.487Z
OV-79078,311577,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-02T20:34:06.168Z,Closed,2026-02-04T18:13:30.938Z,Done,1.9,0.27,yes,yes,,2026-04-27T15:59:56.487Z
OV-79077,311575,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-03T13:12:56.381Z,Closed,2026-02-04T18:16:43.458Z,Done,1.21,0.17,yes,yes,,2026-04-27T15:59:56.487Z
OV-79081,311584,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-04T18:16:57.607Z,Closed,2026-02-04T22:03:19.427Z,Done,0.16,0.02,yes,yes,,2026-04-27T15:59:56.487Z
OV-78949,310569,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-04T21:18:56.229Z,Closed,2026-02-05T14:43:12.891Z,Done,0.73,0.1,yes,yes,,2026-04-27T15:59:56.487Z
OV-78948,310567,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-01-28T17:06:04.348Z,Closed,2026-02-05T16:01:02.235Z,Done,7.95,1.14,yes,yes,,2026-04-27T15:59:56.487Z
OV-78951,310573,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-05T16:36:01.190Z,Closed,2026-02-05T16:36:19.708Z,Done,0,0,yes,yes,,2026-04-27T15:59:56.487Z
OV-78952,310576,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-05T16:36:03.411Z,Closed,2026-02-05T16:40:47.948Z,Done,0,0,yes,yes,,2026-04-27T15:59:56.487Z
OV-79134,311931,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-04T18:16:59.711Z,Closed,2026-02-06T15:05:00.699Z,Done,1.87,0.27,yes,yes,,2026-04-27T15:59:56.487Z
OV-76313,295806,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-05T21:43:27.525Z,Closed,2026-02-06T15:05:22.065Z,Done,0.72,0.1,yes,yes,,2026-04-27T15:59:56.487Z
OV-78795,309759,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-01-22T17:09:17.357Z,Closed,2026-02-09T16:31:54.035Z,Done,17.97,2.57,yes,yes,,2026-04-27T15:59:56.487Z
OV-76572,299699,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-06T15:05:44.280Z,Closed,2026-02-09T21:08:36.116Z,Done,3.25,0.46,yes,yes,,2026-04-27T15:59:56.487Z
OV-76571,299697,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-01-23T21:14:54.897Z,Closed,2026-02-09T21:35:11.433Z,Done,17.01,2.43,yes,yes,,2026-04-27T15:59:56.487Z
OV-76575,299705,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-09T21:41:19.017Z,Closed,2026-02-10T14:54:29.475Z,Done,0.72,0.1,yes,yes,,2026-04-27T15:59:56.487Z
OV-78796,309761,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-09T16:31:57.983Z,Closed,2026-02-10T16:39:55.576Z,Done,1.01,0.14,yes,yes,,2026-04-27T15:59:56.487Z
OV-78797,309763,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-09T16:31:59.630Z,Closed,2026-02-10T16:40:06.078Z,Done,1.01,0.14,yes,yes,,2026-04-27T15:59:56.487Z
OV-79006,310997,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-01-29T16:40:11.136Z,Closed,2026-02-13T03:56:49.687Z,Done,14.47,2.07,yes,yes,,2026-04-27T15:59:56.487Z
OV-79316,313950,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-09T17:32:09.447Z,Closed,2026-02-13T19:16:24.643Z,Done,4.07,0.58,yes,yes,,2026-04-27T15:59:56.487Z
OV-79254,312544,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-13T03:58:34.939Z,Closed,2026-02-13T22:38:52.981Z,Done,0.78,0.11,yes,yes,,2026-04-27T15:59:56.487Z
OV-79491,316520,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-13T03:59:00.677Z,Closed,2026-02-13T22:39:00.815Z,Done,0.78,0.11,yes,yes,,2026-04-27T15:59:56.487Z
OV-79315,313948,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-11T17:02:51.339Z,Closed,2026-02-13T22:39:33.212Z,Done,2.23,0.32,yes,yes,,2026-04-27T15:59:56.487Z
OV-78876,310225,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-16T19:22:13.777Z,Closed,2026-02-16T23:17:48.781Z,Done,0.16,0.02,yes,yes,,2026-04-27T15:59:56.487Z
OV-79319,313956,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-13T22:41:33.868Z,Closed,2026-02-17T16:39:52.399Z,Done,3.75,0.54,yes,yes,,2026-04-27T15:59:56.487Z
OV-79238,312513,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-06T16:43:44.978Z,Closed,2026-02-17T17:02:19.845Z,Done,11.01,1.57,yes,yes,,2026-04-27T15:59:56.487Z
OV-78880,310239,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-04T14:40:03.127Z,Closed,2026-02-19T16:35:38.603Z,Done,15.08,2.15,yes,yes,,2026-04-27T15:59:56.487Z
OV-78883,310246,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-19T16:35:44.466Z,Closed,2026-02-19T16:36:25.552Z,Done,0,0,yes,yes,,2026-04-27T15:59:56.487Z
OV-78884,310248,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-19T16:35:45.946Z,Closed,2026-02-19T18:22:05.618Z,Done,0.07,0.01,yes,yes,,2026-04-27T15:59:56.487Z
OV-78886,310252,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-20T15:00:52.699Z,Closed,2026-02-20T15:34:15.775Z,Done,0.02,0,yes,yes,,2026-04-27T15:59:56.487Z
OV-78871,310215,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-16T16:16:32.494Z,Closed,2026-02-20T15:35:56.469Z,Done,3.97,0.57,yes,yes,,2026-04-27T15:59:56.487Z
OV-79234,312505,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-19T13:49:23.051Z,Closed,2026-02-20T15:43:22.484Z,Done,1.08,0.15,yes,yes,,2026-04-27T15:59:56.487Z
OV-79233,312503,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-18T18:19:21.298Z,Closed,2026-02-20T16:38:57.276Z,Done,1.93,0.28,yes,yes,,2026-04-27T15:59:56.487Z
OV-79236,312509,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-20T16:39:19.247Z,Closed,2026-02-20T17:23:41.577Z,Done,0.03,0,yes,yes,,2026-04-27T15:59:56.487Z
OV-79516,316973,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-20T15:49:31.455Z,Closed,2026-02-20T20:51:05.092Z,Done,0.21,0.03,yes,yes,,2026-04-27T15:59:56.487Z
OV-76567,299689,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-23T15:23:04.596Z,Closed,2026-02-23T15:24:37.527Z,Done,0,0,yes,yes,,2026-04-27T15:59:56.487Z
OV-76570,299695,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-23T19:02:37.807Z,Closed,2026-02-23T19:33:16.363Z,Done,0.02,0,yes,yes,,2026-04-27T15:59:56.487Z
OV-78875,310223,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-02T16:34:51.649Z,Closed,2026-02-24T16:27:37.723Z,Done,21.99,3.14,yes,yes,,2026-04-27T15:59:56.487Z
OV-79515,316971,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-18T18:23:34.978Z,Closed,2026-02-24T17:13:08.572Z,Done,5.95,0.85,yes,yes,,2026-04-27T15:59:56.487Z
OV-79519,316979,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-24T16:38:07.632Z,Closed,2026-02-24T17:13:19.133Z,Done,0.02,0,yes,yes,,2026-04-27T15:59:56.487Z
OV-79518,316977,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-24T16:38:05.724Z,Closed,2026-02-24T17:46:48.759Z,Done,0.05,0.01,yes,yes,,2026-04-27T15:59:56.487Z
OV-79486,316511,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-20T20:55:30.973Z,Closed,2026-02-26T17:40:00.964Z,Done,5.86,0.84,yes,yes,,2026-04-27T15:59:56.487Z
OV-79642,317824,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-27T14:06:45.644Z,Closed,2026-02-27T14:07:02.634Z,Done,0,0,yes,yes,,2026-04-27T15:59:56.487Z
OV-79647,317834,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-26T17:41:34.635Z,Closed,2026-03-02T20:49:06.761Z,Done,4.13,0.59,yes,yes,,2026-04-27T15:59:56.487Z
OV-79641,317822,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-18T18:25:07.330Z,Closed,2026-03-02T21:18:12.548Z,Done,12.12,1.73,yes,yes,,2026-04-27T15:59:56.487Z
OV-78685,308609,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-02T21:21:22.866Z,Closed,2026-03-02T21:41:42.963Z,Done,0.01,0,yes,yes,,2026-04-27T15:59:56.487Z
OV-79833,319389,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-24T17:42:25.181Z,Closed,2026-03-03T17:44:06.593Z,Done,7,1,yes,yes,,2026-04-27T15:59:56.487Z
OV-79837,319398,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-03T17:44:24.577Z,Closed,2026-03-03T18:02:17.552Z,Done,0.01,0,yes,yes,,2026-04-27T15:59:56.487Z
OV-79850,319483,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-25T16:48:38.164Z,Closed,2026-03-04T16:50:12.225Z,Done,7,1,yes,yes,,2026-04-27T15:59:56.487Z
OV-79240,312517,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-23T19:31:39.850Z,Closed,2026-03-05T17:15:57.533Z,Done,9.91,1.42,yes,yes,,2026-04-27T15:59:56.487Z
OV-79962,320451,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-05T19:47:12.153Z,Closed,2026-03-05T23:11:42.564Z,Done,0.14,0.02,yes,yes,,2026-04-27T15:59:56.487Z
OV-78684,308607,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-18T18:26:33.447Z,Closed,2026-03-05T23:20:08.600Z,Done,15.2,2.17,yes,yes,,2026-04-27T15:59:56.487Z
OV-79759,318478,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-24T16:53:12.349Z,Closed,2026-03-06T01:14:14.785Z,Done,9.35,1.34,yes,yes,,2026-04-27T15:59:56.487Z
OV-79677,317892,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-05T16:54:19.704Z,Closed,2026-03-06T14:58:43.893Z,Done,0.92,0.13,yes,yes,,2026-04-27T15:59:56.487Z
OV-80071,321739,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-05T23:23:41.520Z,Closed,2026-03-06T15:37:23.873Z,Done,0.68,0.1,yes,yes,,2026-04-27T15:59:56.487Z
OV-79243,312523,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-05T23:22:40.135Z,Closed,2026-03-06T16:56:34.807Z,Done,0.73,0.1,yes,yes,,2026-04-27T15:59:56.487Z
OV-78688,308615,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-05T23:20:34.803Z,Closed,2026-03-06T17:26:29.685Z,Done,0.75,0.11,yes,yes,,2026-04-27T15:59:56.487Z
OV-78885,310250,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-13T03:57:41.428Z,Closed,2026-03-09T14:15:31.460Z,Done,24.43,3.49,yes,yes,,2026-04-27T15:59:56.487Z
OV-78889,310258,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-09T14:16:29.492Z,Closed,2026-03-09T15:29:23.892Z,Done,0.05,0.01,yes,yes,,2026-04-27T15:59:56.487Z
OV-80070,321737,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-04T16:23:51.340Z,Closed,2026-03-09T15:58:19.896Z,Done,4.98,0.71,yes,yes,,2026-04-27T15:59:56.487Z
OV-79652,317844,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-09T16:01:30.577Z,Closed,2026-03-09T16:17:23.246Z,Done,0.01,0,yes,yes,,2026-04-27T15:59:56.487Z
OV-79651,317842,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-05T16:22:05.583Z,Closed,2026-03-09T16:56:30.083Z,Done,4.02,0.57,yes,yes,,2026-04-27T15:59:56.487Z
OV-79667,317874,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-09T17:37:33.336Z,Closed,2026-03-09T17:47:30.362Z,Done,0.01,0,yes,yes,,2026-04-27T15:59:56.487Z
OV-79688,317944,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-09T17:49:00.671Z,Closed,2026-03-09T18:04:39.314Z,Done,0.01,0,yes,yes,,2026-04-27T15:59:56.487Z
OV-79637,317814,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-05T20:45:23.917Z,Closed,2026-03-09T18:43:43.646Z,Done,3.92,0.56,yes,yes,,2026-04-27T15:59:56.487Z
OV-79655,317850,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-09T16:56:52.814Z,Closed,2026-03-09T19:40:49.239Z,Done,0.11,0.02,yes,yes,,2026-04-27T15:59:56.487Z
OV-79636,317812,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-18T18:22:19.291Z,Closed,2026-03-10T15:33:57.284Z,Done,19.88,2.84,yes,yes,,2026-04-27T15:59:56.487Z
OV-79639,317818,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-10T15:34:10.039Z,Closed,2026-03-11T15:37:48.807Z,Done,1,0.14,yes,yes,,2026-04-27T15:59:56.487Z
OV-80074,321745,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-09T15:58:53.355Z,Closed,2026-03-11T15:38:15.925Z,Done,1.99,0.28,yes,yes,,2026-04-27T15:59:56.487Z
OV-79670,317880,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-11T19:33:41.932Z,Closed,2026-03-12T15:08:24.293Z,Done,0.82,0.12,yes,yes,,2026-04-27T15:59:56.487Z
OV-79640,317820,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-10T15:34:11.799Z,Closed,2026-03-12T15:37:15.329Z,Done,2,0.29,yes,yes,,2026-04-27T15:59:56.487Z
OV-79658,317856,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-11T19:38:03.065Z,Closed,2026-03-12T19:30:46.745Z,Done,0.99,0.14,yes,yes,,2026-04-27T15:59:56.487Z
OV-79681,317896,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-10T15:39:26.169Z,Closed,2026-03-12T19:36:36.654Z,Done,2.16,0.31,yes,yes,,2026-04-27T15:59:56.487Z
OV-79689,317945,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-12T15:35:53.420Z,Closed,2026-03-13T12:40:15.324Z,Done,0.88,0.13,yes,yes,,2026-04-27T15:59:56.487Z
OV-79687,317943,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-25T16:23:52.376Z,Closed,2026-03-13T15:57:11.101Z,Done,15.98,2.28,yes,yes,,2026-04-27T15:59:56.487Z
OV-79680,317895,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-12T19:37:51.812Z,Closed,2026-03-13T15:59:11.274Z,Done,0.85,0.12,yes,yes,,2026-04-27T15:59:56.487Z
OV-80151,322610,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-12T15:36:34.703Z,Closed,2026-03-13T15:59:19.030Z,Done,1.02,0.15,yes,yes,,2026-04-27T15:59:56.487Z
OV-79690,317946,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-13T15:58:10.714Z,Closed,2026-03-16T15:38:56.864Z,Done,2.99,0.43,yes,yes,,2026-04-27T15:59:56.487Z
OV-79691,317947,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-13T15:58:18.178Z,Closed,2026-03-16T15:39:31.315Z,Done,2.99,0.43,yes,yes,,2026-04-27T15:59:56.487Z
OV-79228,312493,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-02-25T16:45:50.023Z,Closed,2026-03-16T19:17:34.104Z,Done,19.11,2.73,yes,yes,,2026-04-27T15:59:56.487Z
OV-76585,299725,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-17T13:09:34.160Z,Closed,2026-03-17T13:09:54.892Z,Done,0,0,yes,yes,,2026-04-27T15:59:56.487Z
OV-79232,312501,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-16T19:17:17.762Z,Closed,2026-03-17T17:53:43.507Z,Done,0.94,0.13,yes,yes,,2026-04-27T15:59:56.487Z
OV-79660,317860,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-12T19:33:45.982Z,Closed,2026-03-17T17:54:01.526Z,Done,4.93,0.7,yes,yes,,2026-04-27T15:59:56.487Z
OV-80447,326667,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-16T15:45:44.198Z,Closed,2026-03-17T20:33:09.641Z,Done,1.2,0.17,yes,yes,,2026-04-27T15:59:56.487Z
OV-80446,326665,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-18T15:37:25.000Z,Closed,2026-03-18T15:39:08.200Z,Done,0,0,yes,yes,,2026-04-27T15:59:56.487Z
OV-80014,321346,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-05T13:24:29.795Z,Closed,2026-03-18T15:50:36.218Z,Done,13.1,1.87,yes,yes,,2026-04-27T15:59:56.487Z
OV-80314,324450,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-16T21:55:07.880Z,Closed,2026-03-18T21:48:59.509Z,Done,2,0.29,yes,yes,,2026-04-27T15:59:56.487Z
OV-76584,299723,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-17T13:09:31.722Z,Closed,2026-03-19T17:09:01.854Z,Done,2.17,0.31,yes,yes,,2026-04-27T15:59:56.487Z
OV-80339,324526,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-19T19:01:46.900Z,Closed,2026-03-19T19:05:42.196Z,Done,0,0,yes,yes,,2026-04-27T15:59:56.487Z
OV-79724,318310,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-20T13:41:01.354Z,Closed,2026-03-20T14:43:15.915Z,Done,0.04,0.01,yes,yes,,2026-04-27T15:59:56.487Z
OV-79991,320816,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-19T20:08:49.936Z,Closed,2026-03-20T15:36:06.531Z,Done,0.81,0.12,yes,yes,,2026-04-27T15:59:56.487Z
OV-79726,318314,Team Connexpoint,OV,Sub-task,2026-Q1,In Development,2026-03-20T15:33:54.464Z,Closed,2026-03-20T16:09:11.449Z,Done,0.02,0,yes,yes,,2026-04-27T15:59:56.487Z
